Target_ID,Shipment_ID,Disruption_Status
TAR09057,SHIP09057,No
TAR09058,SHIP09058,Yes
TAR09059,SHIP09059,No
TAR09060,SHIP09060,No
TAR09061,SHIP09061,No
TAR09062,SHIP09062,No
TAR09063,SHIP09063,No
TAR09064,SHIP09064,No
TAR09065,SHIP09065,No
TAR09066,SHIP09066,No
TAR09067,SHIP09067,No
TAR09068,SHIP09068,No
TAR09069,SHIP09069,Yes
TAR09070,SHIP09070,No
TAR09071,SHIP09071,No
TAR09072,SHIP09072,Yes
TAR09073,SHIP09073,No
TAR09074,SHIP09074,No
TAR09075,SHIP09075,No
TAR09076,SHIP09076,Yes
TAR09077,SHIP09077,No
TAR09078,SHIP09078,No
TAR09079,SHIP09079,Yes
TAR09080,SHIP09080,No
TAR09081,SHIP09081,No
TAR09082,SHIP09082,No
TAR09083,SHIP09083,Yes
TAR09084,SHIP09084,No
TAR09085,SHIP09085,No
TAR09086,SHIP09086,No
TAR09087,SHIP09087,Yes
TAR09088,SHIP09088,No
TAR09089,SHIP09089,Yes
TAR09090,SHIP09090,No
TAR09091,SHIP09091,No
TAR09092,SHIP09092,Yes
TAR09093,SHIP09093,No
TAR09094,SHIP09094,No
TAR09095,SHIP09095,No
TAR09096,SHIP09096,No
TAR09097,SHIP09097,No
TAR09098,SHIP09098,No
TAR09099,SHIP09099,No
TAR09100,SHIP09100,No
TAR09101,SHIP09101,No
TAR09102,SHIP09102,Yes
TAR09103,SHIP09103,No
TAR09104,SHIP09104,No
TAR09105,SHIP09105,No
TAR09106,SHIP09106,Yes
TAR09107,SHIP09107,No
TAR09108,SHIP09108,Yes
TAR09109,SHIP09109,No
TAR09110,SHIP09110,Yes
TAR09111,SHIP09111,No
TAR09112,SHIP09112,No
TAR09113,SHIP09113,No
TAR09114,SHIP09114,No
TAR09115,SHIP09115,No
TAR09116,SHIP09116,No
TAR09117,SHIP09117,Yes
TAR09118,SHIP09118,Yes
TAR09119,SHIP09119,Yes
TAR09120,SHIP09120,No
TAR09121,SHIP09121,No
TAR09122,SHIP09122,No
TAR09123,SHIP09123,Yes
TAR09124,SHIP09124,No
TAR09125,SHIP09125,No
TAR09126,SHIP09126,Yes
TAR09127,SHIP09127,Yes
TAR09128,SHIP09128,Yes
TAR09129,SHIP09129,No
TAR09130,SHIP09130,No
TAR09131,SHIP09131,No
TAR09132,SHIP09132,No
TAR09133,SHIP09133,No
TAR09134,SHIP09134,No
TAR09135,SHIP09135,No
TAR09136,SHIP09136,Yes
TAR09137,SHIP09137,Yes
TAR09138,SHIP09138,Yes
TAR09139,SHIP09139,No
TAR09140,SHIP09140,Yes
TAR09141,SHIP09141,Yes
TAR09142,SHIP09142,No
TAR09143,SHIP09143,No
TAR09144,SHIP09144,No
TAR09145,SHIP09145,Yes
TAR09146,SHIP09146,No
TAR09147,SHIP09147,No
TAR09148,SHIP09148,No
TAR09149,SHIP09149,No
TAR09150,SHIP09150,No
TAR09151,SHIP09151,No
TAR09152,SHIP09152,No
TAR09153,SHIP09153,No
TAR09154,SHIP09154,No
TAR09155,SHIP09155,No
TAR09156,SHIP09156,No
TAR09157,SHIP09157,Yes
TAR09158,SHIP09158,No
TAR09159,SHIP09159,No
TAR09160,SHIP09160,Yes
TAR09161,SHIP09161,No
TAR09162,SHIP09162,No
TAR09163,SHIP09163,Yes
TAR09164,SHIP09164,No
TAR09165,SHIP09165,Yes
TAR09166,SHIP09166,No
TAR09167,SHIP09167,No
TAR09168,SHIP09168,No
TAR09169,SHIP09169,No
TAR09170,SHIP09170,Yes
TAR09171,SHIP09171,No
TAR09172,SHIP09172,No
TAR09173,SHIP09173,Yes
TAR09174,SHIP09174,No
TAR09175,SHIP09175,No
TAR09176,SHIP09176,No
TAR09177,SHIP09177,Yes
TAR09178,SHIP09178,No
TAR09179,SHIP09179,Yes
TAR09180,SHIP09180,No
TAR09181,SHIP09181,No
TAR09182,SHIP09182,No
TAR09183,SHIP09183,Yes
TAR09184,SHIP09184,No
TAR09185,SHIP09185,No
TAR09186,SHIP09186,No
TAR09187,SHIP09187,Yes
TAR09188,SHIP09188,Yes
TAR09189,SHIP09189,Yes
TAR09190,SHIP09190,Yes
TAR09191,SHIP09191,No
TAR09192,SHIP09192,Yes
TAR09193,SHIP09193,No
TAR09194,SHIP09194,Yes
TAR09195,SHIP09195,No
TAR09196,SHIP09196,No
TAR09197,SHIP09197,No
TAR09198,SHIP09198,No
TAR09199,SHIP09199,No
TAR09200,SHIP09200,No
TAR09201,SHIP09201,Yes
TAR09202,SHIP09202,Yes
TAR09203,SHIP09203,No
TAR09204,SHIP09204,No
TAR09205,SHIP09205,No
TAR09206,SHIP09206,Yes
TAR09207,SHIP09207,No
TAR09208,SHIP09208,Yes
TAR09209,SHIP09209,Yes
TAR09210,SHIP09210,No
TAR09211,SHIP09211,No
TAR09212,SHIP09212,No
TAR09213,SHIP09213,No
TAR09214,SHIP09214,No
TAR09215,SHIP09215,Yes
TAR09216,SHIP09216,No
TAR09217,SHIP09217,Yes
TAR09218,SHIP09218,Yes
TAR09219,SHIP09219,No
TAR09220,SHIP09220,No
TAR09221,SHIP09221,No
TAR09222,SHIP09222,Yes
TAR09223,SHIP09223,No
TAR09224,SHIP09224,Yes
TAR09225,SHIP09225,No
TAR09226,SHIP09226,No
TAR09227,SHIP09227,Yes
TAR09228,SHIP09228,Yes
TAR09229,SHIP09229,Yes
TAR09230,SHIP09230,No
TAR09231,SHIP09231,Yes
TAR09232,SHIP09232,No
TAR09233,SHIP09233,Yes
TAR09234,SHIP09234,Yes
TAR09235,SHIP09235,Yes
TAR09236,SHIP09236,No
TAR09237,SHIP09237,No
TAR09238,SHIP09238,Yes
TAR09239,SHIP09239,No
TAR09240,SHIP09240,No
TAR09241,SHIP09241,No
TAR09242,SHIP09242,No
TAR09243,SHIP09243,No
TAR09244,SHIP09244,No
TAR09245,SHIP09245,No
TAR09246,SHIP09246,Yes
TAR09247,SHIP09247,Yes
TAR09248,SHIP09248,Yes
TAR09249,SHIP09249,No
TAR09250,SHIP09250,Yes
TAR09251,SHIP09251,Yes
TAR09252,SHIP09252,No
TAR09253,SHIP09253,No
TAR09254,SHIP09254,Yes
TAR09255,SHIP09255,Yes
TAR09256,SHIP09256,No
TAR09257,SHIP09257,No
TAR09258,SHIP09258,No
TAR09259,SHIP09259,Yes
TAR09260,SHIP09260,Yes
TAR09261,SHIP09261,Yes
TAR09262,SHIP09262,Yes
TAR09263,SHIP09263,No
TAR09264,SHIP09264,No
TAR09265,SHIP09265,No
TAR09266,SHIP09266,Yes
TAR09267,SHIP09267,No
TAR09268,SHIP09268,Yes
TAR09269,SHIP09269,Yes
TAR09270,SHIP09270,Yes
TAR09271,SHIP09271,No
TAR09272,SHIP09272,No
TAR09273,SHIP09273,No
TAR09274,SHIP09274,No
TAR09275,SHIP09275,No
TAR09276,SHIP09276,No
TAR09277,SHIP09277,No
TAR09278,SHIP09278,No
TAR09279,SHIP09279,No
TAR09280,SHIP09280,Yes
TAR09281,SHIP09281,No
TAR09282,SHIP09282,No
TAR09283,SHIP09283,No
TAR09284,SHIP09284,Yes
TAR09285,SHIP09285,No
TAR09286,SHIP09286,No
TAR09287,SHIP09287,No
TAR09288,SHIP09288,Yes
TAR09289,SHIP09289,Yes
TAR09290,SHIP09290,Yes
TAR09291,SHIP09291,No
TAR09292,SHIP09292,Yes
TAR09293,SHIP09293,Yes
TAR09294,SHIP09294,No
TAR09295,SHIP09295,No
TAR09296,SHIP09296,Yes
TAR09297,SHIP09297,Yes
TAR09298,SHIP09298,No
TAR09299,SHIP09299,No
TAR09300,SHIP09300,Yes
TAR09301,SHIP09301,Yes
TAR09302,SHIP09302,Yes
TAR09303,SHIP09303,Yes
TAR09304,SHIP09304,Yes
TAR09305,SHIP09305,Yes
TAR09306,SHIP09306,No
TAR09307,SHIP09307,No
TAR09308,SHIP09308,No
TAR09309,SHIP09309,Yes
TAR09310,SHIP09310,No
TAR09311,SHIP09311,No
TAR09312,SHIP09312,Yes
TAR09313,SHIP09313,No
TAR09314,SHIP09314,Yes
TAR09315,SHIP09315,No
TAR09316,SHIP09316,No
TAR09317,SHIP09317,Yes
TAR09318,SHIP09318,No
TAR09319,SHIP09319,No
TAR09320,SHIP09320,Yes
TAR09321,SHIP09321,No
TAR09322,SHIP09322,No
TAR09323,SHIP09323,No
TAR09324,SHIP09324,Yes
TAR09325,SHIP09325,Yes
TAR09326,SHIP09326,No
TAR09327,SHIP09327,No
TAR09328,SHIP09328,No
TAR09329,SHIP09329,No
TAR09330,SHIP09330,Yes
TAR09331,SHIP09331,No
TAR09332,SHIP09332,No
TAR09333,SHIP09333,No
TAR09334,SHIP09334,No
TAR09335,SHIP09335,Yes
TAR09336,SHIP09336,Yes
TAR09337,SHIP09337,No
TAR09338,SHIP09338,No
TAR09339,SHIP09339,No
TAR09340,SHIP09340,No
TAR09341,SHIP09341,Yes
TAR09342,SHIP09342,Yes
TAR09343,SHIP09343,Yes
TAR09344,SHIP09344,Yes
TAR09345,SHIP09345,No
TAR09346,SHIP09346,Yes
TAR09347,SHIP09347,No
TAR09348,SHIP09348,No
TAR09349,SHIP09349,Yes
TAR09350,SHIP09350,Yes
TAR09351,SHIP09351,No
TAR09352,SHIP09352,Yes
TAR09353,SHIP09353,No
TAR09354,SHIP09354,No
TAR09355,SHIP09355,Yes
TAR09356,SHIP09356,No
TAR09357,SHIP09357,No
TAR09358,SHIP09358,No
TAR09359,SHIP09359,Yes
TAR09360,SHIP09360,Yes
TAR09361,SHIP09361,No
TAR09362,SHIP09362,Yes
TAR09363,SHIP09363,No
TAR09364,SHIP09364,Yes
TAR09365,SHIP09365,Yes
TAR09366,SHIP09366,No
TAR09367,SHIP09367,Yes
TAR09368,SHIP09368,No
TAR09369,SHIP09369,No
TAR09370,SHIP09370,No
TAR09371,SHIP09371,No
TAR09372,SHIP09372,No
TAR09373,SHIP09373,Yes
TAR09374,SHIP09374,Yes
TAR09375,SHIP09375,Yes
TAR09376,SHIP09376,No
TAR09377,SHIP09377,No
TAR09378,SHIP09378,No
TAR09379,SHIP09379,No
TAR09380,SHIP09380,No
TAR09381,SHIP09381,No
TAR09382,SHIP09382,No
TAR09383,SHIP09383,No
TAR09384,SHIP09384,No
TAR09385,SHIP09385,Yes
TAR09386,SHIP09386,Yes
TAR09387,SHIP09387,Yes
TAR09388,SHIP09388,No
TAR09389,SHIP09389,No
TAR09390,SHIP09390,No
TAR09391,SHIP09391,Yes
TAR09392,SHIP09392,No
TAR09393,SHIP09393,No
TAR09394,SHIP09394,Yes
TAR09395,SHIP09395,No
TAR09396,SHIP09396,No
TAR09397,SHIP09397,No
TAR09398,SHIP09398,Yes
TAR09399,SHIP09399,No
TAR09400,SHIP09400,Yes
TAR09401,SHIP09401,No
TAR09402,SHIP09402,No
TAR09403,SHIP09403,Yes
TAR09404,SHIP09404,No
TAR09405,SHIP09405,No
TAR09406,SHIP09406,No
TAR09407,SHIP09407,No
TAR09408,SHIP09408,No
TAR09409,SHIP09409,Yes
TAR09410,SHIP09410,Yes
TAR09411,SHIP09411,Yes
TAR09412,SHIP09412,No
TAR09413,SHIP09413,No
TAR09414,SHIP09414,No
TAR09415,SHIP09415,No
TAR09416,SHIP09416,No
TAR09417,SHIP09417,No
TAR09418,SHIP09418,Yes
TAR09419,SHIP09419,No
TAR09420,SHIP09420,No
TAR09421,SHIP09421,Yes
TAR09422,SHIP09422,Yes
TAR09423,SHIP09423,No
TAR09424,SHIP09424,No
TAR09425,SHIP09425,No
TAR09426,SHIP09426,No
TAR09427,SHIP09427,No
TAR09428,SHIP09428,No
TAR09429,SHIP09429,No
TAR09430,SHIP09430,Yes
TAR09431,SHIP09431,No
TAR09432,SHIP09432,No
TAR09433,SHIP09433,No
TAR09434,SHIP09434,No
TAR09435,SHIP09435,Yes
TAR09436,SHIP09436,Yes
TAR09437,SHIP09437,Yes
TAR09438,SHIP09438,No
TAR09439,SHIP09439,Yes
TAR09440,SHIP09440,No
TAR09441,SHIP09441,No
TAR09442,SHIP09442,No
TAR09443,SHIP09443,No
TAR09444,SHIP09444,No
TAR09445,SHIP09445,Yes
TAR09446,SHIP09446,Yes
TAR09447,SHIP09447,No
TAR09448,SHIP09448,No
TAR09449,SHIP09449,Yes
TAR09450,SHIP09450,No
TAR09451,SHIP09451,No
TAR09452,SHIP09452,No
TAR09453,SHIP09453,No
TAR09454,SHIP09454,Yes
TAR09455,SHIP09455,Yes
TAR09456,SHIP09456,No
TAR09457,SHIP09457,No
TAR09458,SHIP09458,No
TAR09459,SHIP09459,Yes
TAR09460,SHIP09460,No
TAR09461,SHIP09461,No
TAR09462,SHIP09462,No
TAR09463,SHIP09463,Yes
TAR09464,SHIP09464,No
TAR09465,SHIP09465,Yes
TAR09466,SHIP09466,No
TAR09467,SHIP09467,No
TAR09468,SHIP09468,No
TAR09469,SHIP09469,Yes
TAR09470,SHIP09470,Yes
TAR09471,SHIP09471,No
TAR09472,SHIP09472,Yes
TAR09473,SHIP09473,No
TAR09474,SHIP09474,No
TAR09475,SHIP09475,No
TAR09476,SHIP09476,Yes
TAR09477,SHIP09477,Yes
TAR09478,SHIP09478,No
TAR09479,SHIP09479,Yes
TAR09480,SHIP09480,No
TAR09481,SHIP09481,No
TAR09482,SHIP09482,No
TAR09483,SHIP09483,No
TAR09484,SHIP09484,No
TAR09485,SHIP09485,Yes
TAR09486,SHIP09486,Yes
TAR09487,SHIP09487,No
TAR09488,SHIP09488,Yes
TAR09489,SHIP09489,Yes
TAR09490,SHIP09490,No
TAR09491,SHIP09491,No
TAR09492,SHIP09492,No
TAR09493,SHIP09493,Yes
TAR09494,SHIP09494,No
TAR09495,SHIP09495,No
TAR09496,SHIP09496,No
TAR09497,SHIP09497,Yes
TAR09498,SHIP09498,No
TAR09499,SHIP09499,Yes
TAR09500,SHIP09500,No
TAR09501,SHIP09501,No
TAR09502,SHIP09502,No
TAR09503,SHIP09503,No
TAR09504,SHIP09504,Yes
TAR09505,SHIP09505,No
TAR09506,SHIP09506,No
TAR09507,SHIP09507,Yes
TAR09508,SHIP09508,Yes
TAR09509,SHIP09509,No
TAR09510,SHIP09510,No
TAR09511,SHIP09511,No
TAR09512,SHIP09512,No
TAR09513,SHIP09513,Yes
TAR09514,SHIP09514,No
TAR09515,SHIP09515,No
TAR09516,SHIP09516,No
TAR09517,SHIP09517,Yes
TAR09518,SHIP09518,Yes
TAR09519,SHIP09519,No
TAR09520,SHIP09520,Yes
TAR09521,SHIP09521,Yes
TAR09522,SHIP09522,No
TAR09523,SHIP09523,Yes
TAR09524,SHIP09524,No
TAR09525,SHIP09525,No
TAR09526,SHIP09526,Yes
TAR09527,SHIP09527,Yes
TAR09528,SHIP09528,No
TAR09529,SHIP09529,Yes
TAR09530,SHIP09530,No
TAR09531,SHIP09531,Yes
TAR09532,SHIP09532,No
TAR09533,SHIP09533,Yes
TAR09534,SHIP09534,No
TAR09535,SHIP09535,Yes
TAR09536,SHIP09536,Yes
TAR09537,SHIP09537,Yes
TAR09538,SHIP09538,Yes
TAR09539,SHIP09539,Yes
TAR09540,SHIP09540,No
TAR09541,SHIP09541,Yes
TAR09542,SHIP09542,No
TAR09543,SHIP09543,Yes
TAR09544,SHIP09544,Yes
TAR09545,SHIP09545,Yes
TAR09546,SHIP09546,No
TAR09547,SHIP09547,Yes
TAR09548,SHIP09548,Yes
TAR09549,SHIP09549,Yes
TAR09550,SHIP09550,No
TAR09551,SHIP09551,No
TAR09552,SHIP09552,Yes
TAR09553,SHIP09553,No
TAR09554,SHIP09554,Yes
TAR09555,SHIP09555,Yes
TAR09556,SHIP09556,No
TAR09557,SHIP09557,No
TAR09558,SHIP09558,No
TAR09559,SHIP09559,Yes
TAR09560,SHIP09560,Yes
TAR09561,SHIP09561,No
TAR09562,SHIP09562,No
TAR09563,SHIP09563,Yes
TAR09564,SHIP09564,Yes
TAR09565,SHIP09565,No
TAR09566,SHIP09566,No
TAR09567,SHIP09567,Yes
TAR09568,SHIP09568,Yes
TAR09569,SHIP09569,No
TAR09570,SHIP09570,Yes
TAR09571,SHIP09571,No
TAR09572,SHIP09572,No
TAR09573,SHIP09573,Yes
TAR09574,SHIP09574,No
TAR09575,SHIP09575,No
TAR09576,SHIP09576,No
TAR09577,SHIP09577,No
TAR09578,SHIP09578,Yes
TAR09579,SHIP09579,No
TAR09580,SHIP09580,No
TAR09581,SHIP09581,Yes
TAR09582,SHIP09582,Yes
TAR09583,SHIP09583,Yes
TAR09584,SHIP09584,No
TAR09585,SHIP09585,Yes
TAR09586,SHIP09586,No
TAR09587,SHIP09587,No
TAR09588,SHIP09588,Yes
TAR09589,SHIP09589,No
TAR09590,SHIP09590,No
TAR09591,SHIP09591,No
TAR09592,SHIP09592,Yes
TAR09593,SHIP09593,No
TAR09594,SHIP09594,No
TAR09595,SHIP09595,No
TAR09596,SHIP09596,No
TAR09597,SHIP09597,No
TAR09598,SHIP09598,No
TAR09599,SHIP09599,Yes
TAR09600,SHIP09600,Yes
TAR09601,SHIP09601,Yes
TAR09602,SHIP09602,No
TAR09603,SHIP09603,No
TAR09604,SHIP09604,No
TAR09605,SHIP09605,No
TAR09606,SHIP09606,No
TAR09607,SHIP09607,Yes
TAR09608,SHIP09608,No
TAR09609,SHIP09609,Yes
TAR09610,SHIP09610,Yes
TAR09611,SHIP09611,No
TAR09612,SHIP09612,Yes
TAR09613,SHIP09613,No
TAR09614,SHIP09614,No
TAR09615,SHIP09615,No
TAR09616,SHIP09616,No
TAR09617,SHIP09617,No
TAR09618,SHIP09618,No
TAR09619,SHIP09619,No
TAR09620,SHIP09620,Yes
TAR09621,SHIP09621,No
TAR09622,SHIP09622,No
TAR09623,SHIP09623,Yes
TAR09624,SHIP09624,No
TAR09625,SHIP09625,No
TAR09626,SHIP09626,No
TAR09627,SHIP09627,No
TAR09628,SHIP09628,No
TAR09629,SHIP09629,No
TAR09630,SHIP09630,No
TAR09631,SHIP09631,Yes
TAR09632,SHIP09632,No
TAR09633,SHIP09633,No
TAR09634,SHIP09634,No
TAR09635,SHIP09635,No
TAR09636,SHIP09636,No
TAR09637,SHIP09637,No
TAR09638,SHIP09638,No
TAR09639,SHIP09639,No
TAR09640,SHIP09640,No
TAR09641,SHIP09641,No
TAR09642,SHIP09642,No
TAR09643,SHIP09643,No
TAR09644,SHIP09644,No
TAR09645,SHIP09645,Yes
TAR09646,SHIP09646,No
TAR09647,SHIP09647,No
TAR09648,SHIP09648,No
TAR09649,SHIP09649,No
TAR09650,SHIP09650,No
TAR09651,SHIP09651,Yes
TAR09652,SHIP09652,Yes
TAR09653,SHIP09653,No
TAR09654,SHIP09654,No
TAR09655,SHIP09655,No
TAR09656,SHIP09656,Yes
TAR09657,SHIP09657,Yes
TAR09658,SHIP09658,Yes
TAR09659,SHIP09659,No
TAR09660,SHIP09660,No
TAR09661,SHIP09661,No
TAR09662,SHIP09662,No
TAR09663,SHIP09663,Yes
TAR09664,SHIP09664,Yes
TAR09665,SHIP09665,No
TAR09666,SHIP09666,Yes
TAR09667,SHIP09667,Yes
TAR09668,SHIP09668,No
TAR09669,SHIP09669,Yes
TAR09670,SHIP09670,No
TAR09671,SHIP09671,No
TAR09672,SHIP09672,Yes
TAR09673,SHIP09673,No
TAR09674,SHIP09674,No
TAR09675,SHIP09675,No
TAR09676,SHIP09676,Yes
TAR09677,SHIP09677,No
TAR09678,SHIP09678,No
TAR09679,SHIP09679,No
TAR09680,SHIP09680,No
TAR09681,SHIP09681,Yes
TAR09682,SHIP09682,No
TAR09683,SHIP09683,No
TAR09684,SHIP09684,No
TAR09685,SHIP09685,No
TAR09686,SHIP09686,No
TAR09687,SHIP09687,No
TAR09688,SHIP09688,Yes
TAR09689,SHIP09689,No
TAR09690,SHIP09690,No
TAR09691,SHIP09691,Yes
TAR09692,SHIP09692,No
TAR09693,SHIP09693,Yes
TAR09694,SHIP09694,No
TAR09695,SHIP09695,Yes
TAR09696,SHIP09696,No
TAR09697,SHIP09697,Yes
TAR09698,SHIP09698,Yes
TAR09699,SHIP09699,Yes
TAR09700,SHIP09700,No
TAR09701,SHIP09701,Yes
TAR09702,SHIP09702,Yes
TAR09703,SHIP09703,No
TAR09704,SHIP09704,Yes
TAR09705,SHIP09705,Yes
TAR09706,SHIP09706,Yes
TAR09707,SHIP09707,Yes
TAR09708,SHIP09708,No
TAR09709,SHIP09709,Yes
TAR09710,SHIP09710,Yes
TAR09711,SHIP09711,No
TAR09712,SHIP09712,Yes
TAR09713,SHIP09713,No
TAR09714,SHIP09714,Yes
TAR09715,SHIP09715,Yes
TAR09716,SHIP09716,Yes
TAR09717,SHIP09717,Yes
TAR09718,SHIP09718,Yes
TAR09719,SHIP09719,Yes
TAR09720,SHIP09720,Yes
TAR09721,SHIP09721,Yes
TAR09722,SHIP09722,No
TAR09723,SHIP09723,Yes
TAR09724,SHIP09724,No
TAR09725,SHIP09725,No
TAR09726,SHIP09726,Yes
TAR09727,SHIP09727,No
TAR09728,SHIP09728,Yes
TAR09729,SHIP09729,No
TAR09730,SHIP09730,Yes
TAR09731,SHIP09731,No
TAR09732,SHIP09732,No
TAR09733,SHIP09733,Yes
TAR09734,SHIP09734,No
TAR09735,SHIP09735,No
TAR09736,SHIP09736,No
TAR09737,SHIP09737,No
TAR09738,SHIP09738,No
TAR09739,SHIP09739,Yes
TAR09740,SHIP09740,No
TAR09741,SHIP09741,No
TAR09742,SHIP09742,No
TAR09743,SHIP09743,No
TAR09744,SHIP09744,No
TAR09745,SHIP09745,No
TAR09746,SHIP09746,No
TAR09747,SHIP09747,No
TAR09748,SHIP09748,No
TAR09749,SHIP09749,No
TAR09750,SHIP09750,No
TAR09751,SHIP09751,No
TAR09752,SHIP09752,No
TAR09753,SHIP09753,No
TAR09754,SHIP09754,No
TAR09755,SHIP09755,No
TAR09756,SHIP09756,No
TAR09757,SHIP09757,No
TAR09758,SHIP09758,No
TAR09759,SHIP09759,No
TAR09760,SHIP09760,No
TAR09761,SHIP09761,Yes
TAR09762,SHIP09762,No
TAR09763,SHIP09763,Yes
TAR09764,SHIP09764,No
TAR09765,SHIP09765,Yes
TAR09766,SHIP09766,No
TAR09767,SHIP09767,No
TAR09768,SHIP09768,No
TAR09769,SHIP09769,No
TAR09770,SHIP09770,No
TAR09771,SHIP09771,No
TAR09772,SHIP09772,Yes
TAR09773,SHIP09773,Yes
TAR09774,SHIP09774,Yes
TAR09775,SHIP09775,Yes
TAR09776,SHIP09776,Yes
TAR09777,SHIP09777,No
TAR09778,SHIP09778,No
TAR09779,SHIP09779,No
TAR09780,SHIP09780,Yes
TAR09781,SHIP09781,Yes
TAR09782,SHIP09782,No
TAR09783,SHIP09783,No
TAR09784,SHIP09784,No
TAR09785,SHIP09785,No
TAR09786,SHIP09786,No
TAR09787,SHIP09787,No
TAR09788,SHIP09788,No
TAR09789,SHIP09789,No
TAR09790,SHIP09790,Yes
TAR09791,SHIP09791,No
TAR09792,SHIP09792,Yes
TAR09793,SHIP09793,No
TAR09794,SHIP09794,Yes
TAR09795,SHIP09795,Yes
TAR09796,SHIP09796,No
TAR09797,SHIP09797,No
TAR09798,SHIP09798,No
TAR09799,SHIP09799,No
TAR09800,SHIP09800,No
TAR09801,SHIP09801,No
TAR09802,SHIP09802,No
TAR09803,SHIP09803,No
TAR09804,SHIP09804,No
TAR09805,SHIP09805,No
TAR09806,SHIP09806,Yes
TAR09807,SHIP09807,No
TAR09808,SHIP09808,No
TAR09809,SHIP09809,Yes
TAR09810,SHIP09810,No
TAR09811,SHIP09811,No
TAR09812,SHIP09812,Yes
TAR09813,SHIP09813,No
TAR09814,SHIP09814,No
TAR09815,SHIP09815,No
TAR09816,SHIP09816,Yes
TAR09817,SHIP09817,Yes
TAR09818,SHIP09818,No
TAR09819,SHIP09819,Yes
TAR09820,SHIP09820,No
TAR09821,SHIP09821,No
TAR09822,SHIP09822,No
TAR09823,SHIP09823,No
TAR09824,SHIP09824,No
TAR09825,SHIP09825,Yes
TAR09826,SHIP09826,No
TAR09827,SHIP09827,No
TAR09828,SHIP09828,No
TAR09829,SHIP09829,No
TAR09830,SHIP09830,Yes
TAR09831,SHIP09831,No
TAR09832,SHIP09832,No
TAR09833,SHIP09833,Yes
TAR09834,SHIP09834,Yes
TAR09835,SHIP09835,No
TAR09836,SHIP09836,No
TAR09837,SHIP09837,Yes
TAR09838,SHIP09838,Yes
TAR09839,SHIP09839,Yes
TAR09840,SHIP09840,No
TAR09841,SHIP09841,No
TAR09842,SHIP09842,Yes
TAR09843,SHIP09843,No
TAR09844,SHIP09844,No
TAR09845,SHIP09845,No
TAR09846,SHIP09846,Yes
TAR09847,SHIP09847,No
TAR09848,SHIP09848,Yes
TAR09849,SHIP09849,No
TAR09850,SHIP09850,No
TAR09851,SHIP09851,Yes
TAR09852,SHIP09852,No
TAR09853,SHIP09853,Yes
TAR09854,SHIP09854,No
TAR09855,SHIP09855,No
TAR09856,SHIP09856,Yes
TAR09857,SHIP09857,Yes
TAR09858,SHIP09858,No
TAR09859,SHIP09859,Yes
TAR09860,SHIP09860,No
TAR09861,SHIP09861,Yes
TAR09862,SHIP09862,Yes
TAR09863,SHIP09863,No
TAR09864,SHIP09864,No
TAR09865,SHIP09865,No
TAR09866,SHIP09866,No
TAR09867,SHIP09867,Yes
TAR09868,SHIP09868,Yes
TAR09869,SHIP09869,Yes
TAR09870,SHIP09870,No
TAR09871,SHIP09871,Yes
TAR09872,SHIP09872,No
TAR09873,SHIP09873,No
TAR09874,SHIP09874,No
TAR09875,SHIP09875,Yes
TAR09876,SHIP09876,No
TAR09877,SHIP09877,No
TAR09878,SHIP09878,No
TAR09879,SHIP09879,Yes
TAR09880,SHIP09880,No
TAR09881,SHIP09881,Yes
TAR09882,SHIP09882,No
TAR09883,SHIP09883,No
TAR09884,SHIP09884,Yes
TAR09885,SHIP09885,No
TAR09886,SHIP09886,No
TAR09887,SHIP09887,Yes
TAR09888,SHIP09888,Yes
TAR09889,SHIP09889,No
TAR09890,SHIP09890,No
TAR09891,SHIP09891,No
TAR09892,SHIP09892,Yes
TAR09893,SHIP09893,No
TAR09894,SHIP09894,No
TAR09895,SHIP09895,No
TAR09896,SHIP09896,No
TAR09897,SHIP09897,Yes
TAR09898,SHIP09898,No
TAR09899,SHIP09899,No
TAR09900,SHIP09900,No
TAR09901,SHIP09901,No
TAR09902,SHIP09902,Yes
TAR09903,SHIP09903,No
TAR09904,SHIP09904,Yes
TAR09905,SHIP09905,Yes
TAR09906,SHIP09906,No
TAR09907,SHIP09907,Yes
TAR09908,SHIP09908,Yes
TAR09909,SHIP09909,No
TAR09910,SHIP09910,Yes
TAR09911,SHIP09911,Yes
TAR09912,SHIP09912,Yes
TAR09913,SHIP09913,Yes
TAR09914,SHIP09914,No
TAR09915,SHIP09915,No
TAR09916,SHIP09916,No
TAR09917,SHIP09917,Yes
TAR09918,SHIP09918,Yes
TAR09919,SHIP09919,Yes
TAR09920,SHIP09920,No
TAR09921,SHIP09921,No
TAR09922,SHIP09922,Yes
TAR09923,SHIP09923,No
TAR09924,SHIP09924,No
TAR09925,SHIP09925,No
TAR09926,SHIP09926,No
TAR09927,SHIP09927,Yes
TAR09928,SHIP09928,No
TAR09929,SHIP09929,Yes
TAR09930,SHIP09930,Yes
TAR09931,SHIP09931,No
TAR09932,SHIP09932,No
TAR09933,SHIP09933,No
TAR09934,SHIP09934,No
TAR09935,SHIP09935,No
TAR09936,SHIP09936,Yes
TAR09937,SHIP09937,No
TAR09938,SHIP09938,No
TAR09939,SHIP09939,Yes
TAR09940,SHIP09940,No
TAR09941,SHIP09941,No
TAR09942,SHIP09942,No
TAR09943,SHIP09943,Yes
TAR09944,SHIP09944,Yes
