Order_ID,Supplier_ID,Warehouse_ID,Customer_Priority
ORD15944,SUP208,WH011,Medium
ORD15945,SUP084,WH033,Low
ORD15946,SUP092,WH002,Low
ORD15947,SUP010,WH046,Low
ORD15948,SUP072,WH045,Low
ORD15949,SUP184,WH012,High
ORD15950,SUP283,WH041,Medium
ORD15951,SUP223,WH024,High
ORD15952,SUP099,WH032,Medium
ORD15953,SUP213,WH014,High
ORD15954,SUP209,WH003,Medium
ORD15955,SUP130,WH009,Medium
ORD15956,SUP129,WH034,Low
ORD15957,SUP251,WH043,Low
ORD15958,SUP149,WH005,Low
ORD15959,SUP212,WH032,Medium
ORD15960,SUP228,WH034,Medium
ORD15961,SUP170,WH030,High
ORD15962,SUP033,WH006,Medium
ORD15963,SUP132,WH007,High
ORD15964,SUP045,WH004,Low
ORD15965,SUP108,WH023,High
ORD15966,SUP056,WH033,Low
ORD15967,SUP192,WH011,Low
ORD15968,SUP237,WH042,High
ORD15969,SUP067,WH036,High
ORD15970,SUP070,WH007,Medium
ORD15971,SUP062,WH042,High
ORD15972,SUP019,WH003,High
ORD15973,SUP219,WH044,Medium
ORD15974,SUP091,WH030,High
ORD15975,SUP183,WH040,Medium
ORD15976,SUP050,WH043,Low
ORD15977,SUP185,WH033,Low
ORD15978,SUP146,WH028,Low
ORD15979,SUP243,WH011,Low
ORD15980,SUP178,WH027,High
ORD15981,SUP024,WH021,Medium
ORD15982,SUP187,WH017,Medium
ORD15983,SUP249,WH048,High
ORD15984,SUP023,WH035,High
ORD15985,SUP046,WH046,Medium
ORD15986,SUP087,WH037,Medium
ORD15987,SUP178,WH036,Low
ORD15988,SUP276,WH008,High
ORD15989,SUP239,WH031,Low
ORD15990,SUP099,WH050,Low
ORD15991,SUP056,WH021,Low
ORD15992,SUP227,WH009,High
ORD15993,SUP176,WH048,Medium
ORD15994,SUP285,WH001,Low
ORD15995,SUP196,WH011,Low
ORD15996,SUP052,WH049,Low
ORD15997,SUP253,WH043,Low
ORD15998,SUP072,WH021,Low
ORD15999,SUP270,WH034,Medium
ORD16000,SUP266,WH012,Low
ORD16001,SUP011,WH014,High
ORD16002,SUP148,WH031,Medium
ORD16003,SUP223,WH035,Medium
ORD16004,SUP107,WH017,Medium
ORD16005,SUP066,WH029,Low
ORD16006,SUP150,WH034,High
ORD16007,SUP005,WH010,High
ORD16008,SUP090,WH039,High
ORD16009,SUP246,WH012,Medium
ORD16010,SUP236,WH004,Low
ORD16011,SUP084,WH033,Medium
ORD16012,SUP219,WH015,Medium
ORD16013,SUP174,WH027,High
ORD16014,SUP280,WH039,Medium
ORD16015,SUP245,WH034,Medium
ORD16016,SUP028,WH040,Low
ORD16017,SUP015,WH023,Low
ORD16018,SUP161,WH012,High
ORD16019,SUP168,WH040,Medium
ORD16020,SUP158,WH039,Low
ORD16021,SUP117,WH045,High
ORD16022,SUP219,WH001,Medium
ORD16023,SUP208,WH033,Low
ORD16024,SUP023,WH001,Medium
ORD16025,SUP093,WH041,Low
ORD16026,SUP300,WH033,Low
ORD16027,SUP015,WH025,Medium
ORD16028,SUP240,WH008,Low
ORD16029,SUP039,WH038,Low
ORD16030,SUP058,WH001,High
ORD16031,SUP276,WH013,High
ORD16032,SUP218,WH025,Low
ORD16033,SUP044,WH040,Low
ORD16034,SUP208,WH018,Low
ORD16035,SUP166,WH037,Low
ORD16036,SUP161,WH025,High
ORD16037,SUP229,WH042,Low
ORD16038,SUP063,WH050,High
ORD16039,SUP108,WH007,Low
ORD16040,SUP150,WH001,Low
ORD16041,SUP072,WH035,Medium
ORD16042,SUP036,WH025,Low
ORD16043,SUP242,WH014,Low
ORD16044,SUP226,WH001,Low
ORD16045,SUP095,WH047,Low
ORD16046,SUP230,WH035,High
ORD16047,SUP039,WH009,Medium
ORD16048,SUP253,WH038,Low
ORD16049,SUP220,WH018,Low
ORD16050,SUP096,WH007,High
ORD16051,SUP032,WH008,High
ORD16052,SUP076,WH040,Medium
ORD16053,SUP157,WH004,Medium
ORD16054,SUP239,WH044,High
ORD16055,SUP265,WH025,High
ORD16056,SUP148,WH020,High
ORD16057,SUP001,WH030,High
ORD16058,SUP177,WH050,Medium
ORD16059,SUP039,WH019,High
ORD16060,SUP153,WH028,High
ORD16061,SUP201,WH012,High
ORD16062,SUP131,WH028,High
ORD16063,SUP050,WH042,Low
ORD16064,SUP283,WH025,Low
ORD16065,SUP038,WH042,Medium
ORD16066,SUP143,WH028,Low
ORD16067,SUP209,WH016,Medium
ORD16068,SUP054,WH027,Low
ORD16069,SUP136,WH019,Medium
ORD16070,SUP015,WH049,Medium
ORD16071,SUP131,WH027,Medium
ORD16072,SUP298,WH049,High
ORD16073,SUP238,WH047,Low
ORD16074,SUP192,WH035,Low
ORD16075,SUP181,WH036,High
ORD16076,SUP236,WH043,High
ORD16077,SUP095,WH006,Low
ORD16078,SUP137,WH008,Medium
ORD16079,SUP226,WH003,High
ORD16080,SUP169,WH027,Low
ORD16081,SUP172,WH003,Medium
ORD16082,SUP003,WH047,High
ORD16083,SUP172,WH039,High
ORD16084,SUP240,WH003,High
ORD16085,SUP131,WH045,High
ORD16086,SUP161,WH001,High
ORD16087,SUP203,WH036,Low
ORD16088,SUP278,WH041,Low
ORD16089,SUP163,WH014,High
ORD16090,SUP038,WH014,High
ORD16091,SUP073,WH002,High
ORD16092,SUP296,WH022,High
ORD16093,SUP226,WH027,Medium
ORD16094,SUP228,WH018,Low
ORD16095,SUP115,WH015,Low
ORD16096,SUP192,WH040,Low
ORD16097,SUP180,WH011,Medium
ORD16098,SUP252,WH044,Low
ORD16099,SUP224,WH023,High
ORD16100,SUP197,WH018,High
ORD16101,SUP252,WH029,High
ORD16102,SUP225,WH021,High
ORD16103,SUP235,WH031,High
ORD16104,SUP243,WH016,Medium
ORD16105,SUP186,WH047,Medium
ORD16106,SUP148,WH002,High
ORD16107,SUP182,WH011,Medium
ORD16108,SUP209,WH031,High
ORD16109,SUP033,WH019,Medium
ORD16110,SUP198,WH047,Low
ORD16111,SUP267,WH002,Low
ORD16112,SUP096,WH022,Low
ORD16113,SUP111,WH008,Low
ORD16114,SUP051,WH039,Low
ORD16115,SUP002,WH049,Low
ORD16116,SUP100,WH003,Low
ORD16117,SUP012,WH006,Medium
ORD16118,SUP011,WH040,Low
ORD16119,SUP276,WH049,Medium
ORD16120,SUP258,WH042,High
ORD16121,SUP128,WH036,Medium
ORD16122,SUP008,WH028,Low
ORD16123,SUP090,WH016,High
ORD16124,SUP211,WH002,High
ORD16125,SUP254,WH013,Low
ORD16126,SUP297,WH027,Low
ORD16127,SUP222,WH003,Medium
ORD16128,SUP060,WH005,Low
ORD16129,SUP045,WH045,Medium
ORD16130,SUP022,WH048,Low
ORD16131,SUP034,WH033,Low
ORD16132,SUP288,WH039,Medium
ORD16133,SUP268,WH040,Low
ORD16134,SUP165,WH042,Medium
ORD16135,SUP244,WH036,High
ORD16136,SUP265,WH039,Medium
ORD16137,SUP227,WH009,High
ORD16138,SUP210,WH033,Medium
ORD16139,SUP053,WH004,Medium
ORD16140,SUP102,WH022,Medium
ORD16141,SUP108,WH012,Low
ORD16142,SUP232,WH039,Low
ORD16143,SUP244,WH009,Low
ORD16144,SUP196,WH025,Medium
ORD16145,SUP193,WH036,High
ORD16146,SUP210,WH004,High
ORD16147,SUP042,WH037,High
ORD16148,SUP140,WH015,Medium
ORD16149,SUP278,WH046,High
ORD16150,SUP012,WH007,Medium
ORD16151,SUP072,WH029,High
ORD16152,SUP193,WH004,Medium
ORD16153,SUP147,WH047,Medium
ORD16154,SUP265,WH010,Medium
ORD16155,SUP089,WH022,Medium
ORD16156,SUP080,WH047,High
ORD16157,SUP118,WH002,Low
ORD16158,SUP250,WH036,Medium
ORD16159,SUP168,WH006,Medium
ORD16160,SUP163,WH015,High
ORD16161,SUP160,WH014,High
ORD16162,SUP220,WH017,Low
ORD16163,SUP270,WH011,High
ORD16164,SUP163,WH044,Low
ORD16165,SUP095,WH030,Medium
ORD16166,SUP108,WH006,Low
ORD16167,SUP100,WH047,Medium
ORD16168,SUP289,WH024,Medium
ORD16169,SUP120,WH039,High
ORD16170,SUP077,WH046,High
ORD16171,SUP063,WH031,Medium
ORD16172,SUP206,WH034,High
ORD16173,SUP081,WH028,High
ORD16174,SUP227,WH024,Medium
ORD16175,SUP007,WH011,High
ORD16176,SUP185,WH047,Low
ORD16177,SUP200,WH010,Low
ORD16178,SUP130,WH042,Medium
ORD16179,SUP099,WH024,Low
ORD16180,SUP017,WH004,Low
ORD16181,SUP220,WH029,High
ORD16182,SUP211,WH038,Medium
ORD16183,SUP151,WH022,Low
ORD16184,SUP138,WH037,Medium
ORD16185,SUP138,WH036,High
ORD16186,SUP088,WH050,Medium
ORD16187,SUP272,WH045,Medium
ORD16188,SUP091,WH009,Low
ORD16189,SUP060,WH041,High
ORD16190,SUP043,WH011,High
ORD16191,SUP279,WH010,Low
ORD16192,SUP241,WH033,Low
ORD16193,SUP208,WH049,Medium
ORD16194,SUP004,WH013,Medium
ORD16195,SUP147,WH013,High
ORD16196,SUP043,WH041,High
ORD16197,SUP277,WH020,Low
ORD16198,SUP044,WH048,Low
ORD16199,SUP048,WH042,Medium
ORD16200,SUP172,WH011,Low
ORD16201,SUP242,WH006,Low
ORD16202,SUP179,WH040,High
ORD16203,SUP009,WH025,Medium
ORD16204,SUP283,WH021,Medium
ORD16205,SUP255,WH019,Medium
ORD16206,SUP266,WH011,High
ORD16207,SUP296,WH029,Low
ORD16208,SUP067,WH037,Low
ORD16209,SUP096,WH021,Low
ORD16210,SUP164,WH002,High
ORD16211,SUP095,WH030,Medium
ORD16212,SUP081,WH026,Medium
ORD16213,SUP200,WH030,Medium
ORD16214,SUP262,WH030,Medium
ORD16215,SUP055,WH048,Low
ORD16216,SUP173,WH023,Medium
ORD16217,SUP105,WH037,Low
ORD16218,SUP131,WH034,Medium
ORD16219,SUP252,WH009,Medium
ORD16220,SUP147,WH026,Low
ORD16221,SUP060,WH029,High
ORD16222,SUP186,WH049,Medium
ORD16223,SUP253,WH014,High
ORD16224,SUP143,WH006,High
ORD16225,SUP272,WH038,Low
ORD16226,SUP075,WH022,Medium
ORD16227,SUP013,WH032,Low
ORD16228,SUP062,WH014,Medium
ORD16229,SUP213,WH040,High
ORD16230,SUP275,WH021,High
ORD16231,SUP222,WH026,High
ORD16232,SUP105,WH008,High
ORD16233,SUP024,WH047,Medium
ORD16234,SUP298,WH022,Low
ORD16235,SUP288,WH043,Low
ORD16236,SUP146,WH020,Low
ORD16237,SUP123,WH005,High
ORD16238,SUP293,WH024,Low
ORD16239,SUP193,WH027,Medium
ORD16240,SUP016,WH016,High
ORD16241,SUP121,WH011,Medium
ORD16242,SUP078,WH019,High
ORD16243,SUP085,WH004,Low
ORD16244,SUP066,WH047,Low
ORD16245,SUP033,WH032,Medium
ORD16246,SUP171,WH044,Low
ORD16247,SUP043,WH038,Low
ORD16248,SUP256,WH037,High
ORD16249,SUP089,WH032,Medium
ORD16250,SUP238,WH025,Medium
ORD16251,SUP227,WH044,Low
ORD16252,SUP151,WH021,Medium
ORD16253,SUP092,WH026,Medium
ORD16254,SUP061,WH005,Low
ORD16255,SUP262,WH047,Medium
ORD16256,SUP071,WH041,Medium
ORD16257,SUP145,WH038,Low
ORD16258,SUP148,WH047,High
ORD16259,SUP217,WH010,High
ORD16260,SUP211,WH009,Medium
ORD16261,SUP188,WH015,High
ORD16262,SUP189,WH030,Low
ORD16263,SUP175,WH049,High
ORD16264,SUP111,WH020,Medium
ORD16265,SUP281,WH032,High
ORD16266,SUP083,WH005,Medium
ORD16267,SUP184,WH005,Medium
ORD16268,SUP061,WH041,Low
ORD16269,SUP150,WH027,High
ORD16270,SUP280,WH022,Medium
ORD16271,SUP250,WH040,Medium
ORD16272,SUP156,WH032,High
ORD16273,SUP112,WH030,Medium
ORD16274,SUP110,WH043,Medium
ORD16275,SUP282,WH029,Medium
ORD16276,SUP243,WH002,Low
ORD16277,SUP283,WH039,Low
ORD16278,SUP283,WH031,Medium
ORD16279,SUP168,WH048,Medium
ORD16280,SUP092,WH036,Medium
ORD16281,SUP081,WH012,Medium
ORD16282,SUP068,WH030,Low
ORD16283,SUP018,WH050,High
ORD16284,SUP250,WH008,High
ORD16285,SUP235,WH043,Low
ORD16286,SUP020,WH016,High
ORD16287,SUP072,WH025,High
ORD16288,SUP263,WH029,Medium
ORD16289,SUP034,WH031,Low
ORD16290,SUP027,WH003,Medium
ORD16291,SUP160,WH013,Medium
ORD16292,SUP170,WH006,Medium
ORD16293,SUP198,WH029,High
ORD16294,SUP147,WH039,Low
ORD16295,SUP282,WH008,High
ORD16296,SUP055,WH042,Medium
ORD16297,SUP153,WH017,High
ORD16298,SUP082,WH029,Low
ORD16299,SUP217,WH007,Low
ORD16300,SUP163,WH005,Low
ORD16301,SUP158,WH027,Medium
ORD16302,SUP180,WH045,Medium
ORD16303,SUP244,WH026,High
ORD16304,SUP242,WH016,Medium
ORD16305,SUP224,WH022,Medium
ORD16306,SUP103,WH011,Medium
ORD16307,SUP073,WH010,High
ORD16308,SUP222,WH009,High
ORD16309,SUP290,WH047,Medium
ORD16310,SUP269,WH018,Low
ORD16311,SUP114,WH003,Low
ORD16312,SUP254,WH023,Low
ORD16313,SUP126,WH035,High
ORD16314,SUP012,WH041,Low
ORD16315,SUP082,WH036,High
ORD16316,SUP054,WH047,Medium
ORD16317,SUP165,WH002,Medium
ORD16318,SUP073,WH046,Medium
ORD16319,SUP048,WH003,High
ORD16320,SUP081,WH025,Low
ORD16321,SUP230,WH018,Low
ORD16322,SUP082,WH027,Medium
ORD16323,SUP253,WH050,Low
ORD16324,SUP184,WH017,Low
ORD16325,SUP080,WH003,Medium
ORD16326,SUP135,WH010,Low
ORD16327,SUP227,WH048,High
ORD16328,SUP118,WH027,Medium
ORD16329,SUP032,WH021,Low
ORD16330,SUP144,WH032,High
ORD16331,SUP089,WH029,Medium
ORD16332,SUP158,WH030,Medium
ORD16333,SUP184,WH031,Medium
ORD16334,SUP269,WH019,Medium
ORD16335,SUP025,WH036,Medium
ORD16336,SUP231,WH026,High
ORD16337,SUP146,WH025,Low
ORD16338,SUP143,WH034,Medium
ORD16339,SUP091,WH033,Low
ORD16340,SUP056,WH030,High
ORD16341,SUP071,WH003,Low
ORD16342,SUP102,WH039,Medium
ORD16343,SUP215,WH037,Low
ORD16344,SUP292,WH022,High
ORD16345,SUP026,WH040,High
ORD16346,SUP199,WH011,Low
ORD16347,SUP138,WH037,Low
ORD16348,SUP035,WH049,Low
ORD16349,SUP055,WH050,Low
ORD16350,SUP097,WH016,Medium
ORD16351,SUP213,WH012,Medium
ORD16352,SUP078,WH018,High
ORD16353,SUP143,WH038,Medium
ORD16354,SUP091,WH018,Medium
ORD16355,SUP045,WH012,High
ORD16356,SUP272,WH046,Low
ORD16357,SUP061,WH018,Low
ORD16358,SUP272,WH006,Low
ORD16359,SUP155,WH021,Medium
ORD16360,SUP180,WH048,Low
ORD16361,SUP123,WH019,Low
ORD16362,SUP237,WH043,High
ORD16363,SUP239,WH017,High
ORD16364,SUP061,WH014,High
ORD16365,SUP140,WH033,Low
ORD16366,SUP115,WH040,High
ORD16367,SUP265,WH001,Low
ORD16368,SUP186,WH038,Low
ORD16369,SUP044,WH023,Low
ORD16370,SUP284,WH017,Low
ORD16371,SUP035,WH049,High
ORD16372,SUP210,WH025,High
ORD16373,SUP135,WH032,High
ORD16374,SUP020,WH035,High
ORD16375,SUP050,WH006,Low
ORD16376,SUP038,WH035,High
ORD16377,SUP299,WH030,Medium
ORD16378,SUP079,WH035,Low
ORD16379,SUP135,WH039,High
ORD16380,SUP158,WH042,Medium
ORD16381,SUP145,WH024,High
ORD16382,SUP143,WH031,Low
ORD16383,SUP135,WH028,Low
ORD16384,SUP087,WH048,High
ORD16385,SUP108,WH020,High
ORD16386,SUP188,WH043,Low
ORD16387,SUP178,WH022,Low
ORD16388,SUP125,WH048,High
ORD16389,SUP120,WH024,High
ORD16390,SUP001,WH038,Low
ORD16391,SUP131,WH036,Medium
ORD16392,SUP280,WH005,Medium
ORD16393,SUP231,WH035,High
ORD16394,SUP088,WH039,Medium
ORD16395,SUP285,WH039,High
ORD16396,SUP096,WH004,High
ORD16397,SUP281,WH035,Medium
ORD16398,SUP175,WH002,Low
ORD16399,SUP104,WH023,High
ORD16400,SUP195,WH041,High
ORD16401,SUP170,WH011,Medium
ORD16402,SUP084,WH008,Low
ORD16403,SUP144,WH015,Medium
ORD16404,SUP246,WH016,Low
ORD16405,SUP058,WH037,Medium
ORD16406,SUP250,WH012,Low
ORD16407,SUP282,WH028,Low
ORD16408,SUP109,WH025,High
ORD16409,SUP192,WH041,High
ORD16410,SUP205,WH030,Medium
ORD16411,SUP081,WH038,Medium
ORD16412,SUP220,WH050,Low
ORD16413,SUP140,WH007,High
ORD16414,SUP288,WH045,Low
ORD16415,SUP127,WH016,Medium
ORD16416,SUP036,WH033,High
ORD16417,SUP122,WH004,Medium
ORD16418,SUP266,WH011,Medium
ORD16419,SUP098,WH011,High
ORD16420,SUP249,WH006,Medium
ORD16421,SUP261,WH045,Medium
ORD16422,SUP261,WH046,Medium
ORD16423,SUP206,WH048,Low
ORD16424,SUP103,WH011,Medium
ORD16425,SUP134,WH020,High
ORD16426,SUP292,WH018,Low
ORD16427,SUP079,WH042,Medium
ORD16428,SUP274,WH046,Medium
ORD16429,SUP059,WH011,Medium
ORD16430,SUP062,WH038,High
ORD16431,SUP208,WH041,High
ORD16432,SUP228,WH017,High
ORD16433,SUP184,WH016,Medium
ORD16434,SUP028,WH044,Medium
ORD16435,SUP274,WH025,Medium
ORD16436,SUP136,WH039,Low
ORD16437,SUP082,WH018,Medium
ORD16438,SUP208,WH017,Low
ORD16439,SUP140,WH026,Medium
ORD16440,SUP122,WH028,Low
ORD16441,SUP087,WH002,Medium
ORD16442,SUP220,WH050,High
ORD16443,SUP033,WH021,High
ORD16444,SUP196,WH032,Low
ORD16445,SUP178,WH019,High
ORD16446,SUP188,WH036,Low
ORD16447,SUP108,WH048,Low
ORD16448,SUP056,WH049,Medium
ORD16449,SUP189,WH025,Medium
ORD16450,SUP251,WH012,Low
ORD16451,SUP122,WH020,High
ORD16452,SUP180,WH038,High
ORD16453,SUP023,WH029,High
ORD16454,SUP168,WH012,High
ORD16455,SUP218,WH041,Medium
ORD16456,SUP121,WH031,Low
ORD16457,SUP217,WH040,Medium
ORD16458,SUP082,WH005,Medium
ORD16459,SUP005,WH039,High
ORD16460,SUP016,WH007,High
ORD16461,SUP268,WH012,High
ORD16462,SUP081,WH001,Low
ORD16463,SUP040,WH026,Low
ORD16464,SUP219,WH048,High
ORD16465,SUP262,WH013,Medium
ORD16466,SUP086,WH011,High
ORD16467,SUP050,WH007,Low
ORD16468,SUP129,WH024,Low
ORD16469,SUP154,WH050,Medium
ORD16470,SUP137,WH002,Low
ORD16471,SUP123,WH001,Medium
ORD16472,SUP089,WH030,High
ORD16473,SUP179,WH005,High
ORD16474,SUP005,WH048,High
ORD16475,SUP125,WH021,Low
ORD16476,SUP226,WH039,Medium
ORD16477,SUP254,WH048,Low
ORD16478,SUP108,WH023,High
ORD16479,SUP182,WH047,Low
ORD16480,SUP182,WH001,High
ORD16481,SUP220,WH033,Low
ORD16482,SUP252,WH038,High
ORD16483,SUP156,WH034,High
ORD16484,SUP194,WH046,High
ORD16485,SUP249,WH019,Low
ORD16486,SUP149,WH010,High
ORD16487,SUP290,WH050,High
ORD16488,SUP079,WH001,Medium
ORD16489,SUP039,WH009,Medium
ORD16490,SUP147,WH032,Low
ORD16491,SUP276,WH038,High
ORD16492,SUP040,WH037,High
ORD16493,SUP101,WH020,Low
ORD16494,SUP013,WH049,High
ORD16495,SUP119,WH040,Low
ORD16496,SUP039,WH044,Medium
ORD16497,SUP155,WH024,High
ORD16498,SUP201,WH019,High
ORD16499,SUP191,WH001,Low
ORD16500,SUP075,WH032,High
ORD16501,SUP266,WH043,Low
ORD16502,SUP273,WH001,Medium
ORD16503,SUP194,WH042,Low
ORD16504,SUP131,WH026,Medium
ORD16505,SUP091,WH011,High
ORD16506,SUP115,WH024,Low
ORD16507,SUP037,WH021,High
ORD16508,SUP119,WH018,Medium
ORD16509,SUP104,WH040,High
ORD16510,SUP115,WH025,Low
ORD16511,SUP161,WH008,High
ORD16512,SUP238,WH036,Medium
ORD16513,SUP058,WH002,Medium
ORD16514,SUP239,WH018,Low
ORD16515,SUP184,WH043,Low
ORD16516,SUP026,WH023,Low
ORD16517,SUP255,WH009,Low
ORD16518,SUP293,WH029,Low
ORD16519,SUP146,WH035,Medium
ORD16520,SUP233,WH007,Medium
ORD16521,SUP078,WH042,Low
ORD16522,SUP190,WH025,Low
ORD16523,SUP092,WH033,High
ORD16524,SUP255,WH004,Medium
ORD16525,SUP110,WH013,High
ORD16526,SUP167,WH006,High
ORD16527,SUP287,WH019,Low
ORD16528,SUP234,WH003,High
ORD16529,SUP098,WH006,High
ORD16530,SUP232,WH033,High
ORD16531,SUP074,WH032,High
ORD16532,SUP094,WH039,Medium
ORD16533,SUP188,WH007,Medium
ORD16534,SUP179,WH029,Medium
ORD16535,SUP227,WH021,Medium
ORD16536,SUP137,WH023,High
ORD16537,SUP038,WH027,High
ORD16538,SUP198,WH001,Low
ORD16539,SUP269,WH007,Low
ORD16540,SUP043,WH026,Low
ORD16541,SUP072,WH036,High
ORD16542,SUP224,WH030,Low
ORD16543,SUP235,WH009,Low
ORD16544,SUP243,WH044,High
ORD16545,SUP146,WH012,Medium
ORD16546,SUP258,WH016,Low
ORD16547,SUP092,WH031,Medium
ORD16548,SUP231,WH021,Low
ORD16549,SUP083,WH019,High
ORD16550,SUP040,WH042,High
ORD16551,SUP064,WH020,Medium
ORD16552,SUP131,WH050,High
ORD16553,SUP002,WH033,Medium
ORD16554,SUP179,WH050,Low
ORD16555,SUP037,WH046,Low
ORD16556,SUP286,WH025,Medium
ORD16557,SUP104,WH029,Medium
ORD16558,SUP247,WH036,Medium
ORD16559,SUP009,WH026,High
ORD16560,SUP228,WH041,High
ORD16561,SUP168,WH007,Medium
ORD16562,SUP020,WH016,Low
ORD16563,SUP299,WH047,High
ORD16564,SUP170,WH049,Low
ORD16565,SUP132,WH044,Low
ORD16566,SUP299,WH007,Low
ORD16567,SUP006,WH022,High
ORD16568,SUP078,WH001,High
ORD16569,SUP220,WH031,Medium
ORD16570,SUP143,WH008,Medium
ORD16571,SUP127,WH038,Medium
ORD16572,SUP183,WH041,Medium
ORD16573,SUP055,WH039,Low
ORD16574,SUP195,WH026,Low
ORD16575,SUP184,WH009,Low
ORD16576,SUP152,WH022,High
ORD16577,SUP057,WH026,High
ORD16578,SUP229,WH002,High
ORD16579,SUP090,WH044,Medium
ORD16580,SUP278,WH024,Low
ORD16581,SUP203,WH020,Medium
ORD16582,SUP096,WH048,Low
ORD16583,SUP086,WH020,Medium
ORD16584,SUP251,WH042,Medium
ORD16585,SUP204,WH012,Medium
ORD16586,SUP169,WH045,Low
ORD16587,SUP094,WH043,Medium
ORD16588,SUP008,WH027,High
ORD16589,SUP264,WH041,Low
ORD16590,SUP108,WH012,Medium
ORD16591,SUP213,WH001,Medium
ORD16592,SUP047,WH038,Medium
ORD16593,SUP196,WH004,High
ORD16594,SUP216,WH038,Low
ORD16595,SUP048,WH010,High
ORD16596,SUP087,WH002,High
ORD16597,SUP040,WH050,Low
ORD16598,SUP299,WH011,Low
ORD16599,SUP247,WH001,High
ORD16600,SUP106,WH021,Low
ORD16601,SUP146,WH033,High
ORD16602,SUP037,WH033,Low
ORD16603,SUP006,WH009,Medium
ORD16604,SUP195,WH040,Low
ORD16605,SUP201,WH011,High
ORD16606,SUP071,WH001,Medium
ORD16607,SUP137,WH042,High
ORD16608,SUP036,WH018,High
ORD16609,SUP210,WH030,Medium
ORD16610,SUP088,WH032,High
ORD16611,SUP064,WH036,Medium
ORD16612,SUP211,WH004,Low
ORD16613,SUP069,WH043,Low
ORD16614,SUP109,WH009,High
ORD16615,SUP261,WH045,Medium
ORD16616,SUP121,WH036,Medium
ORD16617,SUP041,WH032,Medium
ORD16618,SUP213,WH036,High
ORD16619,SUP250,WH005,Low
ORD16620,SUP208,WH004,Medium
ORD16621,SUP122,WH023,Low
ORD16622,SUP204,WH027,Low
ORD16623,SUP227,WH037,Low
ORD16624,SUP286,WH039,High
ORD16625,SUP078,WH049,High
ORD16626,SUP197,WH050,Medium
ORD16627,SUP248,WH002,Low
ORD16628,SUP158,WH025,Medium
ORD16629,SUP107,WH005,Low
ORD16630,SUP223,WH005,Low
ORD16631,SUP200,WH001,Medium
ORD16632,SUP132,WH008,Low
ORD16633,SUP236,WH017,Low
ORD16634,SUP163,WH048,Medium
ORD16635,SUP124,WH047,Low
ORD16636,SUP293,WH036,Medium
ORD16637,SUP129,WH034,Medium
ORD16638,SUP194,WH029,Medium
ORD16639,SUP232,WH031,Medium
ORD16640,SUP259,WH033,High
ORD16641,SUP241,WH050,Medium
ORD16642,SUP145,WH034,High
ORD16643,SUP044,WH046,High
ORD16644,SUP297,WH006,Low
ORD16645,SUP102,WH041,Low
ORD16646,SUP251,WH012,High
ORD16647,SUP166,WH046,Low
ORD16648,SUP025,WH039,Low
ORD16649,SUP076,WH013,Low
ORD16650,SUP139,WH016,Low
ORD16651,SUP214,WH022,Medium
ORD16652,SUP100,WH010,High
ORD16653,SUP068,WH006,Low
ORD16654,SUP076,WH032,Low
ORD16655,SUP069,WH049,Low
ORD16656,SUP105,WH007,High
ORD16657,SUP147,WH050,Medium
ORD16658,SUP175,WH003,High
ORD16659,SUP117,WH019,Medium
ORD16660,SUP217,WH025,Low
ORD16661,SUP014,WH005,Medium
ORD16662,SUP213,WH010,Low
ORD16663,SUP186,WH034,Low
ORD16664,SUP039,WH004,Medium
ORD16665,SUP223,WH007,Low
ORD16666,SUP176,WH024,High
ORD16667,SUP220,WH028,Medium
ORD16668,SUP221,WH026,Low
ORD16669,SUP173,WH023,High
ORD16670,SUP251,WH006,Low
ORD16671,SUP273,WH018,Low
ORD16672,SUP252,WH009,High
ORD16673,SUP146,WH002,Medium
ORD16674,SUP189,WH039,Medium
ORD16675,SUP219,WH020,Medium
ORD16676,SUP131,WH002,Low
ORD16677,SUP274,WH009,High
ORD16678,SUP111,WH017,Medium
ORD16679,SUP094,WH006,High
ORD16680,SUP061,WH012,High
ORD16681,SUP264,WH041,Medium
ORD16682,SUP218,WH044,High
ORD16683,SUP183,WH041,Medium
ORD16684,SUP093,WH040,Medium
ORD16685,SUP218,WH004,Medium
ORD16686,SUP067,WH036,High
ORD16687,SUP110,WH040,Medium
ORD16688,SUP264,WH039,Low
ORD16689,SUP102,WH010,Low
ORD16690,SUP073,WH022,Low
ORD16691,SUP034,WH038,Low
ORD16692,SUP223,WH012,Low
ORD16693,SUP069,WH001,Low
ORD16694,SUP111,WH046,High
ORD16695,SUP050,WH023,Medium
ORD16696,SUP068,WH018,Low
ORD16697,SUP228,WH029,High
ORD16698,SUP149,WH046,Low
ORD16699,SUP148,WH028,High
ORD16700,SUP162,WH043,Medium
ORD16701,SUP281,WH001,High
ORD16702,SUP039,WH003,Low
ORD16703,SUP059,WH049,High
ORD16704,SUP053,WH020,Low
ORD16705,SUP270,WH018,Low
ORD16706,SUP044,WH040,Medium
ORD16707,SUP223,WH032,High
ORD16708,SUP033,WH016,High
ORD16709,SUP210,WH008,Low
ORD16710,SUP180,WH039,Medium
ORD16711,SUP066,WH005,Medium
ORD16712,SUP108,WH026,Low
ORD16713,SUP117,WH048,Low
ORD16714,SUP103,WH007,High
ORD16715,SUP183,WH003,Medium
ORD16716,SUP215,WH050,Low
ORD16717,SUP216,WH037,Low
ORD16718,SUP194,WH002,High
