Transport_ID,Shipment_ID,Transport_Mode,Route_Distance,Fuel_Cost
TR06809,SHIP06809,Ship,4171,9975.2
TR06810,SHIP06810,Rail,352,2363.51
TR06811,SHIP06811,Truck,1015,10611.79
TR06812,SHIP06812,Truck,339,3064.27
TR06813,SHIP06813,Rail,995,5137.91
TR06814,SHIP06814,Truck,628,7687.46
TR06815,SHIP06815,Truck,261,2780.08
TR06816,SHIP06816,Rail,2263,13983.49
TR06817,SHIP06817,Truck,412,3779.29
TR06818,SHIP06818,Rail,1440,7970.53
TR06819,SHIP06819,Rail,409,1704.51
TR06820,SHIP06820,Air,4630,140491.74
TR06821,SHIP06821,Rail,883,3919.59
TR06822,SHIP06822,Rail,1315,8947.97
TR06823,SHIP06823,Truck,525,6608.2
TR06824,SHIP06824,Truck,508,6481.88
TR06825,SHIP06825,Rail,1154,6766.13
TR06826,SHIP06826,Rail,1485,7433.43
TR06827,SHIP06827,Ship,2179,9072.38
TR06828,SHIP06828,Rail,1510,7772.2
TR06829,SHIP06829,Rail,2183,12118.87
TR06830,SHIP06830,Truck,63,611.1
TR06831,SHIP06831,Ship,5209,20296.08
TR06832,SHIP06832,Truck,912,8522.49
TR06833,SHIP06833,Truck,791,9829.29
TR06834,SHIP06834,Truck,257,2745.27
TR06835,SHIP06835,Truck,403,4671.5
TR06836,SHIP06836,Truck,867,8673.38
TR06837,SHIP06837,Truck,1199,14081.85
TR06838,SHIP06838,Truck,112,1439.89
TR06839,SHIP06839,Rail,566,2415.72
TR06840,SHIP06840,Air,4088,133449.97
TR06841,SHIP06841,Truck,559,6033.6
TR06842,SHIP06842,Truck,697,7591.26
TR06843,SHIP06843,Truck,240,2711.98
TR06844,SHIP06844,Rail,1975,9007.73
TR06845,SHIP06845,Air,4933,152756.77
TR06846,SHIP06846,Rail,2174,8993.79
TR06847,SHIP06847,Truck,256,2832.07
TR06848,SHIP06848,Truck,928,10887.14
TR06849,SHIP06849,Air,3917,112784.2
TR06850,SHIP06850,Ship,2621,11140.47
TR06851,SHIP06851,Ship,1404,6243.87
TR06852,SHIP06852,Rail,461,2683.84
TR06853,SHIP06853,Air,2309,55477.98
TR06854,SHIP06854,Air,4610,125128.41
TR06855,SHIP06855,Ship,4296,20638.19
TR06856,SHIP06856,Truck,276,3030.87
TR06857,SHIP06857,Rail,1504,9332.27
TR06858,SHIP06858,Air,3985,108388.9
TR06859,SHIP06859,Air,2534,69614.03
TR06860,SHIP06860,Rail,822,4736.48
TR06861,SHIP06861,Truck,1005,9945.91
TR06862,SHIP06862,Ship,6817,30576.53
TR06863,SHIP06863,Truck,296,3025.5
TR06864,SHIP06864,Rail,1951,12452.49
TR06865,SHIP06865,Truck,1045,11611.76
TR06866,SHIP06866,Truck,239,2444.64
TR06867,SHIP06867,Ship,1760,8345.51
TR06868,SHIP06868,Ship,1610,5216.98
TR06869,SHIP06869,Truck,460,5549.53
TR06870,SHIP06870,Ship,6597,13971.73
TR06871,SHIP06871,Truck,873,10045.54
TR06872,SHIP06872,Truck,1164,12718.33
TR06873,SHIP06873,Rail,2395,15083.74
TR06874,SHIP06874,Truck,86,911.06
TR06875,SHIP06875,Truck,408,5287.42
TR06876,SHIP06876,Truck,233,2318.4
TR06877,SHIP06877,Air,4674,134065.75
TR06878,SHIP06878,Ship,2647,10277.96
TR06879,SHIP06879,Rail,972,6679.3
TR06880,SHIP06880,Truck,886,8678.63
TR06881,SHIP06881,Truck,697,8830.04
TR06882,SHIP06882,Air,3005,94469.14
TR06883,SHIP06883,Air,4667,130669.89
TR06884,SHIP06884,Truck,237,2857.44
TR06885,SHIP06885,Truck,331,3948.19
TR06886,SHIP06886,Ship,1360,4825.11
TR06887,SHIP06887,Air,3970,90887.29
TR06888,SHIP06888,Rail,1800,7334.76
TR06889,SHIP06889,Truck,803,7745.1
TR06890,SHIP06890,Truck,722,6931.05
TR06891,SHIP06891,Ship,2612,7427.15
TR06892,SHIP06892,Ship,1941,9486.15
TR06893,SHIP06893,Truck,657,6084.1
TR06894,SHIP06894,Truck,60,694.87
TR06895,SHIP06895,Truck,780,7513.91
TR06896,SHIP06896,Rail,886,4283.75
TR06897,SHIP06897,Truck,337,3108.36
TR06898,SHIP06898,Air,3193,101866.15
TR06899,SHIP06899,Air,1176,26362.48
TR06900,SHIP06900,Ship,4018,15199.54
TR06901,SHIP06901,Air,1040,34381.72
TR06902,SHIP06902,Truck,1135,10992.61
TR06903,SHIP06903,Rail,1651,7031.47
TR06904,SHIP06904,Truck,178,2121.46
TR06905,SHIP06905,Rail,1029,5080.44
TR06906,SHIP06906,Truck,880,8168.52
TR06907,SHIP06907,Truck,915,8750.01
TR06908,SHIP06908,Truck,1197,11143.35
TR06909,SHIP06909,Rail,500,2034.97
TR06910,SHIP06910,Truck,679,8270.77
TR06911,SHIP06911,Truck,499,4793.28
TR06912,SHIP06912,Rail,584,2688.87
TR06913,SHIP06913,Ship,1033,3228.82
TR06914,SHIP06914,Air,3859,134978.71
TR06915,SHIP06915,Truck,636,7467.44
TR06916,SHIP06916,Rail,2361,10252.07
TR06917,SHIP06917,Ship,3850,15942.45
TR06918,SHIP06918,Truck,1060,11194.76
TR06919,SHIP06919,Rail,1387,6187.38
TR06920,SHIP06920,Truck,367,4437.26
TR06921,SHIP06921,Ship,4340,11141.15
TR06922,SHIP06922,Truck,791,9080.91
TR06923,SHIP06923,Truck,543,6924.84
TR06924,SHIP06924,Rail,641,3225.35
TR06925,SHIP06925,Rail,2497,16841.09
TR06926,SHIP06926,Truck,604,5667.24
TR06927,SHIP06927,Truck,221,2305.05
TR06928,SHIP06928,Rail,1752,11876.47
TR06929,SHIP06929,Truck,1099,10595.73
TR06930,SHIP06930,Truck,582,5345.44
TR06931,SHIP06931,Rail,1229,8238.18
TR06932,SHIP06932,Truck,704,8077.09
TR06933,SHIP06933,Rail,531,2881.29
TR06934,SHIP06934,Ship,2454,7567.1
TR06935,SHIP06935,Rail,1072,5075.51
TR06936,SHIP06936,Truck,648,6639.23
TR06937,SHIP06937,Truck,910,11810.45
TR06938,SHIP06938,Rail,523,2152.71
TR06939,SHIP06939,Truck,229,2471.72
TR06940,SHIP06940,Truck,966,12344.98
TR06941,SHIP06941,Truck,971,11405.53
TR06942,SHIP06942,Truck,61,682.03
TR06943,SHIP06943,Air,4147,142744.3
TR06944,SHIP06944,Rail,441,2084.26
TR06945,SHIP06945,Rail,1880,9536.89
TR06946,SHIP06946,Truck,638,7782.92
TR06947,SHIP06947,Ship,6830,27137.11
TR06948,SHIP06948,Truck,307,3222.45
TR06949,SHIP06949,Truck,336,3257.32
TR06950,SHIP06950,Truck,1184,14664.86
TR06951,SHIP06951,Truck,1182,14313.6
TR06952,SHIP06952,Truck,728,7029.22
TR06953,SHIP06953,Rail,1915,9802.02
TR06954,SHIP06954,Truck,751,7103.68
TR06955,SHIP06955,Ship,4631,20918.49
TR06956,SHIP06956,Ship,6192,12574.56
TR06957,SHIP06957,Air,2286,57361.32
TR06958,SHIP06958,Truck,254,3167.03
TR06959,SHIP06959,Truck,503,5845.11
TR06960,SHIP06960,Truck,1040,10098.47
TR06961,SHIP06961,Truck,564,5677.87
TR06962,SHIP06962,Truck,461,5510.92
TR06963,SHIP06963,Truck,874,8162.71
TR06964,SHIP06964,Rail,1965,13729.4
TR06965,SHIP06965,Ship,2894,6177.39
TR06966,SHIP06966,Truck,717,6852.75
TR06967,SHIP06967,Truck,302,3890.43
TR06968,SHIP06968,Rail,612,3587.04
TR06969,SHIP06969,Ship,6513,23505.16
TR06970,SHIP06970,Ship,1047,4917.57
TR06971,SHIP06971,Rail,1432,9103.36
TR06972,SHIP06972,Rail,1498,9650.33
TR06973,SHIP06973,Air,812,18436.53
TR06974,SHIP06974,Air,2187,53290.92
TR06975,SHIP06975,Air,4201,143809.08
TR06976,SHIP06976,Rail,1230,7925.06
TR06977,SHIP06977,Truck,301,3670.39
TR06978,SHIP06978,Truck,1146,10613.57
TR06979,SHIP06979,Air,3918,121143.83
TR06980,SHIP06980,Rail,1961,9300.49
TR06981,SHIP06981,Ship,4303,14419.98
TR06982,SHIP06982,Rail,331,2267.33
TR06983,SHIP06983,Air,2836,70929.49
TR06984,SHIP06984,Air,4036,114547.39
TR06985,SHIP06985,Rail,2107,8475.83
TR06986,SHIP06986,Truck,1059,11020.72
TR06987,SHIP06987,Truck,823,8870.81
TR06988,SHIP06988,Rail,1245,7268.41
TR06989,SHIP06989,Truck,1027,9823.63
TR06990,SHIP06990,Truck,575,6107.02
TR06991,SHIP06991,Air,2193,61060.62
TR06992,SHIP06992,Rail,2220,13524.51
TR06993,SHIP06993,Air,2459,60443.89
TR06994,SHIP06994,Truck,408,5215.92
TR06995,SHIP06995,Truck,681,8377.87
TR06996,SHIP06996,Truck,367,3586.86
TR06997,SHIP06997,Truck,342,4265.26
TR06998,SHIP06998,Truck,1158,14256.77
TR06999,SHIP06999,Truck,661,6654.9
TR07000,SHIP07000,Truck,554,7125.02
TR07001,SHIP07001,Rail,948,6400.71
TR07002,SHIP07002,Rail,1845,10722.9
TR07003,SHIP07003,Truck,1174,10941.88
TR07004,SHIP07004,Truck,360,3951.13
TR07005,SHIP07005,Air,4559,108773.5
TR07006,SHIP07006,Truck,432,4319.13
TR07007,SHIP07007,Truck,110,1338.22
TR07008,SHIP07008,Rail,1856,7956.2
TR07009,SHIP07009,Truck,1195,14383.16
TR07010,SHIP07010,Rail,722,4348.91
TR07011,SHIP07011,Rail,977,5728.8
TR07012,SHIP07012,Truck,213,1971.53
TR07013,SHIP07013,Truck,412,3917.31
TR07014,SHIP07014,Ship,5110,20017.46
TR07015,SHIP07015,Rail,632,3303.11
TR07016,SHIP07016,Rail,912,3730.68
TR07017,SHIP07017,Ship,1365,5540.45
TR07018,SHIP07018,Rail,1251,6880.14
TR07019,SHIP07019,Truck,1100,10555.0
TR07020,SHIP07020,Rail,897,5619.47
TR07021,SHIP07021,Ship,4872,22104.93
TR07022,SHIP07022,Air,2635,81774.73
TR07023,SHIP07023,Truck,711,8100.43
TR07024,SHIP07024,Ship,1819,4508.27
TR07025,SHIP07025,Truck,395,4540.49
TR07026,SHIP07026,Truck,1167,13191.84
TR07027,SHIP07027,Rail,2097,11388.43
TR07028,SHIP07028,Rail,2108,13878.76
TR07029,SHIP07029,Rail,663,4570.93
TR07030,SHIP07030,Rail,2320,13672.87
TR07031,SHIP07031,Truck,273,2674.2
TR07032,SHIP07032,Truck,914,9202.47
TR07033,SHIP07033,Ship,3934,12090.74
TR07034,SHIP07034,Truck,783,8268.6
TR07035,SHIP07035,Truck,193,2135.93
TR07036,SHIP07036,Ship,3919,12968.11
TR07037,SHIP07037,Truck,784,9745.75
TR07038,SHIP07038,Air,1191,27407.9
TR07039,SHIP07039,Ship,4673,20536.36
TR07040,SHIP07040,Rail,905,4003.13
TR07041,SHIP07041,Truck,842,9393.73
TR07042,SHIP07042,Air,2868,88893.23
TR07043,SHIP07043,Air,1564,51532.66
TR07044,SHIP07044,Air,1547,36256.45
TR07045,SHIP07045,Truck,1043,12057.4
TR07046,SHIP07046,Truck,946,10296.66
TR07047,SHIP07047,Rail,391,1751.88
TR07048,SHIP07048,Truck,243,2262.7
TR07049,SHIP07049,Truck,533,5367.28
TR07050,SHIP07050,Truck,322,3059.67
TR07051,SHIP07051,Air,2458,59675.15
TR07052,SHIP07052,Truck,57,665.79
TR07053,SHIP07053,Air,3174,71744.16
TR07054,SHIP07054,Truck,673,8578.33
TR07055,SHIP07055,Truck,1199,14516.44
TR07056,SHIP07056,Truck,775,8023.71
TR07057,SHIP07057,Rail,523,2611.7
TR07058,SHIP07058,Truck,207,2256.21
TR07059,SHIP07059,Truck,737,7751.23
TR07060,SHIP07060,Truck,221,2244.09
TR07061,SHIP07061,Truck,1191,15469.41
TR07062,SHIP07062,Truck,153,1403.62
TR07063,SHIP07063,Truck,1115,12405.17
TR07064,SHIP07064,Air,2713,91965.53
TR07065,SHIP07065,Truck,733,7254.79
TR07066,SHIP07066,Air,990,29288.02
TR07067,SHIP07067,Truck,538,4940.34
TR07068,SHIP07068,Rail,1768,11896.77
TR07069,SHIP07069,Air,955,23854.48
TR07070,SHIP07070,Ship,5369,22478.94
TR07071,SHIP07071,Truck,540,5766.19
TR07072,SHIP07072,Truck,1060,10443.58
TR07073,SHIP07073,Air,2021,45529.25
TR07074,SHIP07074,Rail,940,4177.14
TR07075,SHIP07075,Truck,345,3290.29
TR07076,SHIP07076,Truck,1001,12130.47
TR07077,SHIP07077,Truck,942,12128.48
TR07078,SHIP07078,Rail,1842,12761.82
TR07079,SHIP07079,Rail,2315,12617.91
TR07080,SHIP07080,Truck,59,669.81
TR07081,SHIP07081,Truck,460,4785.85
TR07082,SHIP07082,Air,4128,92522.63
TR07083,SHIP07083,Rail,1789,9101.44
TR07084,SHIP07084,Truck,892,9384.61
TR07085,SHIP07085,Truck,576,5907.13
TR07086,SHIP07086,Ship,1156,3615.07
TR07087,SHIP07087,Truck,170,2187.58
TR07088,SHIP07088,Truck,873,10122.32
TR07089,SHIP07089,Rail,2462,16748.32
TR07090,SHIP07090,Truck,729,8937.18
TR07091,SHIP07091,Ship,1873,6987.04
TR07092,SHIP07092,Rail,1754,11576.93
TR07093,SHIP07093,Ship,1014,4190.6
TR07094,SHIP07094,Rail,1651,11336.55
TR07095,SHIP07095,Truck,770,8749.29
TR07096,SHIP07096,Air,4239,99753.82
TR07097,SHIP07097,Truck,1123,13084.03
TR07098,SHIP07098,Ship,5254,16699.09
TR07099,SHIP07099,Air,3862,114811.9
TR07100,SHIP07100,Truck,1194,14826.8
TR07101,SHIP07101,Truck,617,7528.28
TR07102,SHIP07102,Rail,2119,9841.75
TR07103,SHIP07103,Rail,1261,8129.6
TR07104,SHIP07104,Truck,320,3467.98
TR07105,SHIP07105,Rail,1076,4487.29
TR07106,SHIP07106,Air,4124,91924.87
TR07107,SHIP07107,Truck,834,10172.52
TR07108,SHIP07108,Truck,662,6263.0
TR07109,SHIP07109,Truck,1116,10723.58
TR07110,SHIP07110,Air,2543,75176.1
TR07111,SHIP07111,Air,2815,81085.78
TR07112,SHIP07112,Truck,144,1725.43
TR07113,SHIP07113,Truck,549,5764.78
TR07114,SHIP07114,Ship,5133,20558.26
TR07115,SHIP07115,Ship,6911,23397.14
TR07116,SHIP07116,Rail,1982,10095.79
TR07117,SHIP07117,Rail,2030,9770.55
TR07118,SHIP07118,Truck,1105,11447.33
TR07119,SHIP07119,Ship,3637,7804.28
TR07120,SHIP07120,Ship,2146,10608.12
TR07121,SHIP07121,Rail,2351,10845.11
TR07122,SHIP07122,Air,3912,100113.59
TR07123,SHIP07123,Truck,450,4530.91
TR07124,SHIP07124,Truck,108,1012.74
TR07125,SHIP07125,Truck,724,9108.82
TR07126,SHIP07126,Truck,122,1569.2
TR07127,SHIP07127,Truck,448,4648.27
TR07128,SHIP07128,Rail,1315,8808.84
TR07129,SHIP07129,Truck,902,11067.1
TR07130,SHIP07130,Rail,1516,10153.8
TR07131,SHIP07131,Rail,1955,10867.08
TR07132,SHIP07132,Truck,804,8913.17
TR07133,SHIP07133,Rail,1099,6757.32
TR07134,SHIP07134,Air,4881,145467.62
TR07135,SHIP07135,Air,3950,121123.99
TR07136,SHIP07136,Air,2536,67278.86
TR07137,SHIP07137,Truck,640,5842.61
TR07138,SHIP07138,Rail,555,3317.36
TR07139,SHIP07139,Air,2276,55349.01
TR07140,SHIP07140,Rail,2255,12516.43
TR07141,SHIP07141,Truck,855,9637.9
TR07142,SHIP07142,Air,1834,45646.31
TR07143,SHIP07143,Rail,2157,10807.36
TR07144,SHIP07144,Rail,1718,7796.18
TR07145,SHIP07145,Truck,508,5849.26
TR07146,SHIP07146,Air,3907,112330.03
TR07147,SHIP07147,Truck,706,7156.19
TR07148,SHIP07148,Rail,1599,9647.03
TR07149,SHIP07149,Air,4775,166969.86
TR07150,SHIP07150,Truck,505,5734.17
TR07151,SHIP07151,Rail,1760,8451.92
TR07152,SHIP07152,Rail,1957,10755.01
TR07153,SHIP07153,Truck,1074,9868.44
TR07154,SHIP07154,Ship,3684,9721.11
TR07155,SHIP07155,Air,2850,75045.51
TR07156,SHIP07156,Truck,329,3226.18
TR07157,SHIP07157,Truck,206,2036.69
TR07158,SHIP07158,Truck,670,6353.67
TR07159,SHIP07159,Truck,716,7820.32
TR07160,SHIP07160,Truck,1195,11510.64
TR07161,SHIP07161,Truck,1127,10973.12
TR07162,SHIP07162,Air,4932,133984.38
TR07163,SHIP07163,Truck,269,2752.32
TR07164,SHIP07164,Truck,1062,12933.66
TR07165,SHIP07165,Rail,2174,10341.59
TR07166,SHIP07166,Rail,1505,8513.0
TR07167,SHIP07167,Truck,428,3868.27
TR07168,SHIP07168,Rail,1624,10110.14
TR07169,SHIP07169,Rail,639,3120.99
TR07170,SHIP07170,Truck,572,6755.32
TR07171,SHIP07171,Truck,887,9207.27
TR07172,SHIP07172,Air,2239,75964.51
TR07173,SHIP07173,Truck,844,8306.32
TR07174,SHIP07174,Truck,347,4385.87
TR07175,SHIP07175,Truck,921,10984.85
TR07176,SHIP07176,Truck,1035,13165.49
TR07177,SHIP07177,Truck,421,4933.7
TR07178,SHIP07178,Ship,2627,6510.46
TR07179,SHIP07179,Air,3209,76492.14
TR07180,SHIP07180,Rail,425,2065.73
TR07181,SHIP07181,Rail,2139,11701.26
TR07182,SHIP07182,Truck,312,4025.89
TR07183,SHIP07183,Rail,1164,5807.98
TR07184,SHIP07184,Air,2183,64406.26
TR07185,SHIP07185,Rail,1840,8049.53
TR07186,SHIP07186,Truck,954,11646.9
TR07187,SHIP07187,Rail,1246,5793.02
TR07188,SHIP07188,Rail,1827,11301.35
TR07189,SHIP07189,Ship,1741,5307.18
TR07190,SHIP07190,Rail,2364,12761.06
TR07191,SHIP07191,Rail,1633,7984.95
TR07192,SHIP07192,Truck,912,9323.38
TR07193,SHIP07193,Truck,347,3397.56
TR07194,SHIP07194,Truck,1160,14627.59
TR07195,SHIP07195,Ship,5108,21071.6
TR07196,SHIP07196,Rail,406,2512.27
TR07197,SHIP07197,Truck,190,2336.5
TR07198,SHIP07198,Rail,443,2016.85
TR07199,SHIP07199,Ship,4423,10082.62
TR07200,SHIP07200,Truck,781,9146.99
TR07201,SHIP07201,Truck,67,821.2
TR07202,SHIP07202,Ship,4872,9893.67
TR07203,SHIP07203,Rail,321,1904.18
TR07204,SHIP07204,Rail,439,2125.71
TR07205,SHIP07205,Truck,73,943.36
TR07206,SHIP07206,Rail,2475,11170.77
TR07207,SHIP07207,Air,1642,36973.24
TR07208,SHIP07208,Truck,552,7026.98
TR07209,SHIP07209,Truck,726,8650.71
TR07210,SHIP07210,Truck,110,1023.84
TR07211,SHIP07211,Rail,1916,7827.33
TR07212,SHIP07212,Truck,832,8850.39
TR07213,SHIP07213,Rail,1418,7046.95
TR07214,SHIP07214,Ship,6897,24387.6
TR07215,SHIP07215,Rail,541,3725.43
TR07216,SHIP07216,Rail,2477,16660.09
TR07217,SHIP07217,Air,3585,83673.51
TR07218,SHIP07218,Air,1102,26384.33
TR07219,SHIP07219,Air,3629,103916.38
TR07220,SHIP07220,Air,4812,138164.04
TR07221,SHIP07221,Rail,790,3168.67
TR07222,SHIP07222,Truck,208,2446.0
TR07223,SHIP07223,Ship,2365,7302.75
TR07224,SHIP07224,Rail,2246,13651.07
TR07225,SHIP07225,Truck,836,10036.08
TR07226,SHIP07226,Truck,498,4767.28
TR07227,SHIP07227,Truck,1131,13212.06
TR07228,SHIP07228,Truck,1190,12875.16
TR07229,SHIP07229,Ship,1747,8078.52
TR07230,SHIP07230,Rail,588,3603.09
TR07231,SHIP07231,Truck,1162,13109.37
TR07232,SHIP07232,Ship,4247,10364.27
TR07233,SHIP07233,Air,2808,76848.02
TR07234,SHIP07234,Rail,1680,9523.28
TR07235,SHIP07235,Ship,3004,13424.49
TR07236,SHIP07236,Truck,708,8171.64
TR07237,SHIP07237,Air,2419,69499.36
TR07238,SHIP07238,Air,3490,105749.82
TR07239,SHIP07239,Ship,2810,7772.96
TR07240,SHIP07240,Truck,622,7867.48
TR07241,SHIP07241,Ship,6672,31845.2
TR07242,SHIP07242,Rail,1309,5503.25
TR07243,SHIP07243,Air,2039,71294.53
TR07244,SHIP07244,Truck,250,2824.49
TR07245,SHIP07245,Rail,427,2836.33
TR07246,SHIP07246,Truck,142,1736.91
TR07247,SHIP07247,Rail,471,2482.25
TR07248,SHIP07248,Rail,2485,16723.06
TR07249,SHIP07249,Truck,656,5931.21
TR07250,SHIP07250,Air,2014,62438.88
TR07251,SHIP07251,Truck,466,4201.65
TR07252,SHIP07252,Truck,864,9623.65
TR07253,SHIP07253,Truck,1165,11881.9
TR07254,SHIP07254,Ship,1346,4186.54
TR07255,SHIP07255,Rail,2178,8813.42
TR07256,SHIP07256,Truck,656,6909.25
TR07257,SHIP07257,Rail,734,5131.14
TR07258,SHIP07258,Truck,449,4847.32
TR07259,SHIP07259,Ship,5339,22239.94
TR07260,SHIP07260,Truck,59,601.24
TR07261,SHIP07261,Truck,1018,10816.27
TR07262,SHIP07262,Truck,225,2580.54
TR07263,SHIP07263,Rail,1414,8030.47
TR07264,SHIP07264,Truck,316,3365.8
TR07265,SHIP07265,Truck,113,1278.15
TR07266,SHIP07266,Ship,4208,17200.09
TR07267,SHIP07267,Truck,93,860.75
TR07268,SHIP07268,Truck,392,4282.36
TR07269,SHIP07269,Truck,1156,13664.55
TR07270,SHIP07270,Rail,798,4703.17
TR07271,SHIP07271,Rail,2297,15950.69
TR07272,SHIP07272,Truck,105,1159.32
TR07273,SHIP07273,Truck,800,7214.07
TR07274,SHIP07274,Truck,857,8775.58
TR07275,SHIP07275,Ship,4277,12830.13
TR07276,SHIP07276,Rail,2382,16215.71
TR07277,SHIP07277,Truck,169,2103.3
TR07278,SHIP07278,Truck,739,9571.03
TR07279,SHIP07279,Rail,1430,7602.32
TR07280,SHIP07280,Rail,1174,6821.75
TR07281,SHIP07281,Air,4058,93753.71
TR07282,SHIP07282,Rail,2266,10563.66
TR07283,SHIP07283,Truck,622,7695.84
TR07284,SHIP07284,Truck,578,6520.57
TR07285,SHIP07285,Truck,784,7768.59
TR07286,SHIP07286,Ship,3187,7434.77
TR07287,SHIP07287,Truck,1124,10191.74
TR07288,SHIP07288,Truck,276,2570.67
TR07289,SHIP07289,Rail,782,4565.71
TR07290,SHIP07290,Truck,359,3762.04
TR07291,SHIP07291,Truck,109,1045.92
TR07292,SHIP07292,Rail,487,2400.45
TR07293,SHIP07293,Truck,82,793.43
TR07294,SHIP07294,Truck,1026,10079.23
TR07295,SHIP07295,Truck,717,6800.38
TR07296,SHIP07296,Truck,634,6553.74
TR07297,SHIP07297,Rail,1137,5640.35
TR07298,SHIP07298,Truck,320,3993.83
TR07299,SHIP07299,Truck,434,5077.21
TR07300,SHIP07300,Air,1117,38869.33
TR07301,SHIP07301,Rail,1423,6567.57
TR07302,SHIP07302,Rail,582,2876.55
TR07303,SHIP07303,Truck,884,8088.96
TR07304,SHIP07304,Rail,2268,12226.18
TR07305,SHIP07305,Truck,588,6506.5
TR07306,SHIP07306,Truck,527,6532.33
TR07307,SHIP07307,Ship,1587,3783.8
TR07308,SHIP07308,Truck,718,8053.43
TR07309,SHIP07309,Truck,660,7727.64
TR07310,SHIP07310,Truck,1112,11569.69
TR07311,SHIP07311,Rail,966,5949.53
TR07312,SHIP07312,Rail,1008,6042.97
TR07313,SHIP07313,Ship,4579,19524.31
TR07314,SHIP07314,Rail,2106,9936.67
TR07315,SHIP07315,Rail,1933,11852.22
TR07316,SHIP07316,Ship,4126,19636.04
TR07317,SHIP07317,Rail,742,3865.39
TR07318,SHIP07318,Rail,2331,12736.56
TR07319,SHIP07319,Ship,4312,15260.16
TR07320,SHIP07320,Truck,859,9872.65
TR07321,SHIP07321,Air,1814,43564.68
TR07322,SHIP07322,Truck,534,6735.21
TR07323,SHIP07323,Truck,754,7516.04
TR07324,SHIP07324,Truck,1045,10976.15
TR07325,SHIP07325,Rail,1613,8928.13
TR07326,SHIP07326,Truck,325,3002.69
TR07327,SHIP07327,Truck,1072,12233.85
TR07328,SHIP07328,Truck,1199,14997.15
TR07329,SHIP07329,Truck,762,7167.93
TR07330,SHIP07330,Truck,237,3011.39
TR07331,SHIP07331,Ship,1866,4100.97
TR07332,SHIP07332,Truck,486,5998.09
TR07333,SHIP07333,Rail,1491,6236.94
TR07334,SHIP07334,Rail,366,1986.27
TR07335,SHIP07335,Truck,515,5754.01
TR07336,SHIP07336,Ship,3808,17798.22
TR07337,SHIP07337,Truck,369,4153.22
TR07338,SHIP07338,Truck,1004,11978.82
TR07339,SHIP07339,Rail,429,2951.13
TR07340,SHIP07340,Ship,3944,16654.9
TR07341,SHIP07341,Air,1930,44606.8
TR07342,SHIP07342,Truck,109,1137.47
TR07343,SHIP07343,Truck,751,9127.07
TR07344,SHIP07344,Truck,264,2921.08
TR07345,SHIP07345,Ship,2846,10188.01
TR07346,SHIP07346,Truck,833,8375.03
TR07347,SHIP07347,Truck,676,8464.03
TR07348,SHIP07348,Truck,923,9432.37
TR07349,SHIP07349,Rail,1332,5846.96
TR07350,SHIP07350,Ship,6500,20691.05
TR07351,SHIP07351,Truck,559,6368.05
TR07352,SHIP07352,Truck,498,4558.97
TR07353,SHIP07353,Air,933,25865.22
TR07354,SHIP07354,Ship,5211,16853.31
TR07355,SHIP07355,Rail,1506,6471.09
TR07356,SHIP07356,Ship,4227,11320.26
TR07357,SHIP07357,Rail,686,4775.61
TR07358,SHIP07358,Truck,868,9429.84
TR07359,SHIP07359,Rail,1983,8073.71
TR07360,SHIP07360,Truck,508,5556.78
TR07361,SHIP07361,Air,3873,133354.4
TR07362,SHIP07362,Truck,500,5969.84
TR07363,SHIP07363,Rail,479,3042.27
TR07364,SHIP07364,Truck,675,7996.71
TR07365,SHIP07365,Truck,399,4319.09
TR07366,SHIP07366,Air,2990,68497.26
TR07367,SHIP07367,Truck,986,12057.64
TR07368,SHIP07368,Truck,1108,13954.24
TR07369,SHIP07369,Ship,5793,20754.88
TR07370,SHIP07370,Ship,2993,9375.47
TR07371,SHIP07371,Truck,1033,10790.63
TR07372,SHIP07372,Ship,1848,7852.16
TR07373,SHIP07373,Ship,1748,8233.77
TR07374,SHIP07374,Rail,935,4751.77
TR07375,SHIP07375,Truck,478,5496.64
TR07376,SHIP07376,Truck,166,1721.94
TR07377,SHIP07377,Truck,822,9941.32
TR07378,SHIP07378,Truck,84,819.95
TR07379,SHIP07379,Rail,2333,16132.22
TR07380,SHIP07380,Rail,2249,11450.46
TR07381,SHIP07381,Truck,221,2554.44
TR07382,SHIP07382,Truck,88,1103.77
TR07383,SHIP07383,Ship,6708,23793.89
TR07384,SHIP07384,Ship,3498,14764.71
TR07385,SHIP07385,Ship,3245,10478.91
TR07386,SHIP07386,Truck,393,4330.87
TR07387,SHIP07387,Air,4809,146526.78
TR07388,SHIP07388,Air,4478,129222.73
TR07389,SHIP07389,Rail,779,4029.4
TR07390,SHIP07390,Air,1681,42199.42
TR07391,SHIP07391,Truck,720,9086.93
TR07392,SHIP07392,Ship,4065,15882.2
TR07393,SHIP07393,Truck,287,3339.71
TR07394,SHIP07394,Air,3811,132977.48
TR07395,SHIP07395,Air,1984,53302.87
TR07396,SHIP07396,Truck,618,6222.01
TR07397,SHIP07397,Rail,1393,9307.16
TR07398,SHIP07398,Truck,599,6205.37
TR07399,SHIP07399,Truck,141,1294.79
TR07400,SHIP07400,Ship,3252,9257.19
TR07401,SHIP07401,Truck,1150,10840.56
TR07402,SHIP07402,Air,2722,91833.65
TR07403,SHIP07403,Truck,422,4967.23
TR07404,SHIP07404,Ship,3368,9317.07
TR07405,SHIP07405,Ship,6669,27997.42
