External_ID,Shipment_ID,Weather_Condition,Traffic_Level,Port_Congestion,Holiday_Flag
EXT14149,SHIP14149,Storm,Low,No,No
EXT14150,SHIP14150,Cloudy,Medium,No,No
EXT14151,SHIP14151,Rainy,Medium,No,Yes
EXT14152,SHIP14152,Cloudy,Low,No,No
EXT14153,SHIP14153,Storm,Medium,No,No
EXT14154,SHIP14154,Fog,Medium,No,No
EXT14155,SHIP14155,Fog,Medium,No,No
EXT14156,SHIP14156,Fog,Medium,No,No
EXT14157,SHIP14157,Sunny,Low,No,Yes
EXT14158,SHIP14158,Storm,Medium,No,No
EXT14159,SHIP14159,Sunny,Medium,No,No
EXT14160,SHIP14160,Cloudy,Medium,No,No
EXT14161,SHIP14161,Storm,High,No,Yes
EXT14162,SHIP14162,Rainy,Low,No,No
EXT14163,SHIP14163,Cloudy,Medium,No,No
EXT14164,SHIP14164,Cloudy,Medium,No,No
EXT14165,SHIP14165,Cloudy,Medium,No,No
EXT14166,SHIP14166,Sunny,High,No,No
EXT14167,SHIP14167,Fog,Low,No,No
EXT14168,SHIP14168,Cloudy,High,No,Yes
EXT14169,SHIP14169,Rainy,Low,No,No
EXT14170,SHIP14170,Fog,Medium,Yes,No
EXT14171,SHIP14171,Rainy,Medium,No,No
EXT14172,SHIP14172,Sunny,High,No,No
EXT14173,SHIP14173,Sunny,High,No,No
EXT14174,SHIP14174,Fog,High,No,No
EXT14175,SHIP14175,Rainy,Low,No,No
EXT14176,SHIP14176,Sunny,High,No,No
EXT14177,SHIP14177,Sunny,Low,No,No
EXT14178,SHIP14178,Sunny,Medium,No,No
EXT14179,SHIP14179,Fog,Medium,No,No
EXT14180,SHIP14180,Cloudy,Low,No,No
EXT14181,SHIP14181,Rainy,Low,No,No
EXT14182,SHIP14182,Sunny,High,No,No
EXT14183,SHIP14183,Sunny,Medium,No,No
EXT14184,SHIP14184,Sunny,Low,No,Yes
EXT14185,SHIP14185,Sunny,Low,No,No
EXT14186,SHIP14186,Sunny,Medium,No,Yes
EXT14187,SHIP14187,Cloudy,High,No,No
EXT14188,SHIP14188,Rainy,Medium,No,No
EXT14189,SHIP14189,Rainy,Medium,No,No
EXT14190,SHIP14190,Storm,Low,No,No
EXT14191,SHIP14191,Storm,High,Yes,No
EXT14192,SHIP14192,Fog,Low,No,No
EXT14193,SHIP14193,Cloudy,Medium,No,No
EXT14194,SHIP14194,Sunny,Low,No,No
EXT14195,SHIP14195,Rainy,Medium,Yes,No
EXT14196,SHIP14196,Cloudy,High,No,Yes
EXT14197,SHIP14197,Storm,Medium,No,No
EXT14198,SHIP14198,Rainy,Low,No,Yes
EXT14199,SHIP14199,Rainy,Medium,No,No
EXT14200,SHIP14200,Rainy,High,No,No
EXT14201,SHIP14201,Rainy,Medium,No,No
EXT14202,SHIP14202,Rainy,Medium,No,No
EXT14203,SHIP14203,Sunny,Medium,No,No
EXT14204,SHIP14204,Sunny,High,No,No
EXT14205,SHIP14205,Storm,Medium,No,No
EXT14206,SHIP14206,Sunny,High,No,No
EXT14207,SHIP14207,Cloudy,Low,No,No
EXT14208,SHIP14208,Cloudy,Low,No,No
EXT14209,SHIP14209,Sunny,Medium,No,No
EXT14210,SHIP14210,Cloudy,Low,No,No
EXT14211,SHIP14211,Cloudy,High,No,No
EXT14212,SHIP14212,Storm,Low,No,No
EXT14213,SHIP14213,Fog,Medium,No,No
EXT14214,SHIP14214,Rainy,Low,No,No
EXT14215,SHIP14215,Sunny,High,No,No
EXT14216,SHIP14216,Cloudy,Medium,No,No
EXT14217,SHIP14217,Rainy,Medium,No,Yes
EXT14218,SHIP14218,Rainy,Low,No,No
EXT14219,SHIP14219,Cloudy,Medium,No,No
EXT14220,SHIP14220,Sunny,Medium,No,No
EXT14221,SHIP14221,Sunny,Low,No,No
EXT14222,SHIP14222,Rainy,Medium,No,Yes
EXT14223,SHIP14223,Sunny,High,No,No
EXT14224,SHIP14224,Storm,Medium,No,No
EXT14225,SHIP14225,Sunny,Medium,No,Yes
EXT14226,SHIP14226,Rainy,High,No,Yes
EXT14227,SHIP14227,Fog,Low,No,No
EXT14228,SHIP14228,Sunny,Low,No,No
EXT14229,SHIP14229,Sunny,Medium,No,No
EXT14230,SHIP14230,Cloudy,Medium,No,No
EXT14231,SHIP14231,Sunny,High,No,No
EXT14232,SHIP14232,Fog,Medium,No,No
EXT14233,SHIP14233,Cloudy,Low,No,No
EXT14234,SHIP14234,Cloudy,Medium,No,No
EXT14235,SHIP14235,Storm,Low,No,No
EXT14236,SHIP14236,Fog,Medium,No,No
EXT14237,SHIP14237,Rainy,Medium,No,No
EXT14238,SHIP14238,Rainy,High,No,No
EXT14239,SHIP14239,Storm,Medium,No,No
EXT14240,SHIP14240,Storm,Low,No,No
EXT14241,SHIP14241,Rainy,Medium,No,No
EXT14242,SHIP14242,Cloudy,Medium,No,No
EXT14243,SHIP14243,Sunny,Low,No,No
EXT14244,SHIP14244,Rainy,Medium,No,Yes
EXT14245,SHIP14245,Fog,Low,No,No
EXT14246,SHIP14246,Rainy,Medium,No,No
EXT14247,SHIP14247,Rainy,Medium,No,Yes
EXT14248,SHIP14248,Sunny,Medium,No,No
EXT14249,SHIP14249,Cloudy,Medium,No,No
EXT14250,SHIP14250,Sunny,Low,No,No
EXT14251,SHIP14251,Sunny,Medium,No,No
EXT14252,SHIP14252,Sunny,High,No,No
EXT14253,SHIP14253,Storm,Medium,No,No
EXT14254,SHIP14254,Sunny,High,No,No
EXT14255,SHIP14255,Rainy,Medium,No,No
EXT14256,SHIP14256,Cloudy,Low,Yes,Yes
EXT14257,SHIP14257,Fog,Medium,No,No
EXT14258,SHIP14258,Cloudy,Medium,No,No
EXT14259,SHIP14259,Rainy,Medium,No,No
EXT14260,SHIP14260,Rainy,Medium,No,No
EXT14261,SHIP14261,Sunny,Medium,No,No
EXT14262,SHIP14262,Cloudy,Medium,No,No
EXT14263,SHIP14263,Sunny,Low,No,No
EXT14264,SHIP14264,Rainy,Low,Yes,No
EXT14265,SHIP14265,Rainy,High,No,No
EXT14266,SHIP14266,Rainy,Medium,No,No
EXT14267,SHIP14267,Sunny,Medium,No,No
EXT14268,SHIP14268,Storm,Low,No,No
EXT14269,SHIP14269,Cloudy,High,No,No
EXT14270,SHIP14270,Rainy,Medium,No,No
EXT14271,SHIP14271,Sunny,Medium,No,No
EXT14272,SHIP14272,Sunny,Low,No,No
EXT14273,SHIP14273,Sunny,Low,No,No
EXT14274,SHIP14274,Storm,Low,No,Yes
EXT14275,SHIP14275,Sunny,Medium,No,Yes
EXT14276,SHIP14276,Rainy,High,No,Yes
EXT14277,SHIP14277,Sunny,Low,No,No
EXT14278,SHIP14278,Sunny,High,No,No
EXT14279,SHIP14279,Sunny,Low,No,No
EXT14280,SHIP14280,Rainy,High,No,No
EXT14281,SHIP14281,Fog,Medium,No,No
EXT14282,SHIP14282,Sunny,Low,No,No
EXT14283,SHIP14283,Storm,Medium,No,Yes
EXT14284,SHIP14284,Sunny,Low,No,Yes
EXT14285,SHIP14285,Rainy,High,No,Yes
EXT14286,SHIP14286,Cloudy,Low,No,No
EXT14287,SHIP14287,Rainy,High,No,No
EXT14288,SHIP14288,Rainy,Medium,No,No
EXT14289,SHIP14289,Rainy,High,No,No
EXT14290,SHIP14290,Sunny,Low,No,No
EXT14291,SHIP14291,Rainy,Low,No,No
EXT14292,SHIP14292,Rainy,Medium,No,No
EXT14293,SHIP14293,Sunny,Medium,No,No
EXT14294,SHIP14294,Sunny,Low,No,No
EXT14295,SHIP14295,Sunny,Medium,No,No
EXT14296,SHIP14296,Storm,Medium,No,No
EXT14297,SHIP14297,Sunny,Low,No,No
EXT14298,SHIP14298,Fog,Medium,No,No
EXT14299,SHIP14299,Cloudy,Medium,No,No
EXT14300,SHIP14300,Fog,Medium,No,No
EXT14301,SHIP14301,Cloudy,Medium,No,No
EXT14302,SHIP14302,Sunny,High,No,No
EXT14303,SHIP14303,Cloudy,Medium,No,No
EXT14304,SHIP14304,Sunny,Low,No,Yes
EXT14305,SHIP14305,Cloudy,Low,No,No
EXT14306,SHIP14306,Sunny,Low,No,Yes
EXT14307,SHIP14307,Rainy,Medium,No,No
EXT14308,SHIP14308,Sunny,Low,No,No
EXT14309,SHIP14309,Storm,Low,No,No
EXT14310,SHIP14310,Fog,High,No,No
EXT14311,SHIP14311,Sunny,Low,No,Yes
EXT14312,SHIP14312,Sunny,High,No,No
EXT14313,SHIP14313,Rainy,High,No,No
EXT14314,SHIP14314,Cloudy,Low,No,No
EXT14315,SHIP14315,Sunny,Medium,Yes,No
EXT14316,SHIP14316,Cloudy,Medium,No,No
EXT14317,SHIP14317,Sunny,High,No,No
EXT14318,SHIP14318,Cloudy,High,Yes,No
EXT14319,SHIP14319,Rainy,Medium,No,No
EXT14320,SHIP14320,Sunny,High,No,No
EXT14321,SHIP14321,Sunny,Low,No,No
EXT14322,SHIP14322,Fog,Low,No,No
EXT14323,SHIP14323,Cloudy,Medium,No,No
EXT14324,SHIP14324,Rainy,Medium,No,No
EXT14325,SHIP14325,Sunny,Medium,No,No
EXT14326,SHIP14326,Rainy,Medium,No,No
EXT14327,SHIP14327,Sunny,High,No,Yes
EXT14328,SHIP14328,Rainy,Medium,No,No
EXT14329,SHIP14329,Sunny,Low,No,Yes
EXT14330,SHIP14330,Rainy,Low,No,No
EXT14331,SHIP14331,Storm,High,No,No
EXT14332,SHIP14332,Sunny,Low,Yes,No
EXT14333,SHIP14333,Sunny,Low,No,No
EXT14334,SHIP14334,Sunny,Medium,No,No
EXT14335,SHIP14335,Rainy,High,No,No
EXT14336,SHIP14336,Cloudy,Low,No,No
EXT14337,SHIP14337,Sunny,Medium,No,No
EXT14338,SHIP14338,Sunny,Low,No,No
EXT14339,SHIP14339,Cloudy,Low,No,No
EXT14340,SHIP14340,Cloudy,Low,No,No
EXT14341,SHIP14341,Fog,Medium,No,No
EXT14342,SHIP14342,Rainy,Low,No,No
EXT14343,SHIP14343,Cloudy,Low,No,Yes
EXT14344,SHIP14344,Sunny,Medium,No,No
EXT14345,SHIP14345,Rainy,Medium,No,No
EXT14346,SHIP14346,Rainy,Low,No,No
EXT14347,SHIP14347,Rainy,High,No,No
EXT14348,SHIP14348,Rainy,Medium,No,No
EXT14349,SHIP14349,Sunny,High,No,No
EXT14350,SHIP14350,Fog,Low,No,No
EXT14351,SHIP14351,Rainy,High,No,Yes
EXT14352,SHIP14352,Rainy,Medium,No,No
EXT14353,SHIP14353,Storm,Medium,No,No
EXT14354,SHIP14354,Sunny,Medium,No,No
EXT14355,SHIP14355,Rainy,Medium,No,No
EXT14356,SHIP14356,Sunny,Medium,No,No
EXT14357,SHIP14357,Sunny,Medium,No,No
EXT14358,SHIP14358,Cloudy,High,No,No
EXT14359,SHIP14359,Cloudy,Low,No,No
EXT14360,SHIP14360,Cloudy,Medium,No,No
EXT14361,SHIP14361,Cloudy,High,No,No
EXT14362,SHIP14362,Sunny,Medium,No,No
EXT14363,SHIP14363,Storm,Low,No,No
EXT14364,SHIP14364,Cloudy,Medium,No,Yes
EXT14365,SHIP14365,Sunny,High,No,No
EXT14366,SHIP14366,Cloudy,Low,No,Yes
EXT14367,SHIP14367,Rainy,Low,No,No
EXT14368,SHIP14368,Cloudy,Medium,No,No
EXT14369,SHIP14369,Fog,Medium,No,No
EXT14370,SHIP14370,Rainy,High,No,No
EXT14371,SHIP14371,Sunny,Low,No,No
EXT14372,SHIP14372,Sunny,Low,No,No
EXT14373,SHIP14373,Cloudy,Medium,No,No
EXT14374,SHIP14374,Sunny,Low,No,No
EXT14375,SHIP14375,Sunny,High,No,No
EXT14376,SHIP14376,Rainy,Medium,No,No
EXT14377,SHIP14377,Rainy,Low,No,No
EXT14378,SHIP14378,Sunny,Low,No,No
EXT14379,SHIP14379,Rainy,Low,No,No
EXT14380,SHIP14380,Fog,Medium,No,No
EXT14381,SHIP14381,Sunny,Medium,No,No
EXT14382,SHIP14382,Cloudy,Medium,No,No
EXT14383,SHIP14383,Sunny,Low,No,Yes
EXT14384,SHIP14384,Storm,Low,No,No
EXT14385,SHIP14385,Cloudy,Medium,No,Yes
EXT14386,SHIP14386,Rainy,Medium,No,No
EXT14387,SHIP14387,Rainy,Low,No,Yes
EXT14388,SHIP14388,Fog,Low,No,No
EXT14389,SHIP14389,Sunny,Medium,No,No
EXT14390,SHIP14390,Rainy,Medium,No,Yes
EXT14391,SHIP14391,Sunny,High,No,No
EXT14392,SHIP14392,Cloudy,Low,No,No
EXT14393,SHIP14393,Fog,High,No,No
EXT14394,SHIP14394,Sunny,Low,No,No
EXT14395,SHIP14395,Cloudy,Low,No,No
EXT14396,SHIP14396,Cloudy,Medium,No,No
EXT14397,SHIP14397,Cloudy,Low,No,Yes
EXT14398,SHIP14398,Rainy,Low,No,Yes
EXT14399,SHIP14399,Rainy,Low,No,No
EXT14400,SHIP14400,Cloudy,Low,No,Yes
EXT14401,SHIP14401,Rainy,Low,No,No
EXT14402,SHIP14402,Sunny,Medium,No,No
EXT14403,SHIP14403,Storm,Low,No,No
EXT14404,SHIP14404,Fog,Medium,No,No
EXT14405,SHIP14405,Storm,Low,No,No
EXT14406,SHIP14406,Cloudy,Medium,No,No
EXT14407,SHIP14407,Cloudy,High,No,No
EXT14408,SHIP14408,Sunny,High,No,No
EXT14409,SHIP14409,Sunny,Low,No,No
EXT14410,SHIP14410,Storm,High,No,No
EXT14411,SHIP14411,Cloudy,High,No,No
EXT14412,SHIP14412,Sunny,High,No,No
EXT14413,SHIP14413,Storm,Low,No,No
EXT14414,SHIP14414,Rainy,Medium,Yes,No
EXT14415,SHIP14415,Storm,Low,No,No
EXT14416,SHIP14416,Storm,High,No,No
EXT14417,SHIP14417,Cloudy,Medium,No,No
EXT14418,SHIP14418,Rainy,Medium,No,No
EXT14419,SHIP14419,Cloudy,Medium,No,No
EXT14420,SHIP14420,Rainy,High,No,No
EXT14421,SHIP14421,Rainy,Medium,No,No
EXT14422,SHIP14422,Cloudy,Medium,No,No
EXT14423,SHIP14423,Sunny,Medium,No,No
EXT14424,SHIP14424,Storm,Medium,No,No
EXT14425,SHIP14425,Sunny,Medium,No,Yes
EXT14426,SHIP14426,Rainy,Low,No,No
EXT14427,SHIP14427,Rainy,Medium,No,No
EXT14428,SHIP14428,Rainy,High,No,No
EXT14429,SHIP14429,Fog,High,No,No
EXT14430,SHIP14430,Rainy,Medium,No,No
EXT14431,SHIP14431,Rainy,Low,No,No
EXT14432,SHIP14432,Storm,High,No,Yes
EXT14433,SHIP14433,Cloudy,Low,No,No
EXT14434,SHIP14434,Fog,Low,No,No
EXT14435,SHIP14435,Cloudy,Low,No,No
EXT14436,SHIP14436,Cloudy,Low,No,No
EXT14437,SHIP14437,Sunny,Low,No,No
EXT14438,SHIP14438,Sunny,Low,No,Yes
EXT14439,SHIP14439,Sunny,Medium,No,No
EXT14440,SHIP14440,Cloudy,Low,No,No
EXT14441,SHIP14441,Sunny,Low,No,No
EXT14442,SHIP14442,Sunny,Medium,No,Yes
EXT14443,SHIP14443,Sunny,High,No,No
EXT14444,SHIP14444,Cloudy,High,No,No
EXT14445,SHIP14445,Storm,Low,No,No
EXT14446,SHIP14446,Rainy,Low,No,No
EXT14447,SHIP14447,Fog,Medium,No,No
EXT14448,SHIP14448,Sunny,Low,No,No
EXT14449,SHIP14449,Cloudy,Medium,No,No
EXT14450,SHIP14450,Sunny,High,No,Yes
EXT14451,SHIP14451,Sunny,Medium,No,No
EXT14452,SHIP14452,Rainy,High,No,No
EXT14453,SHIP14453,Sunny,High,No,No
EXT14454,SHIP14454,Cloudy,Low,No,Yes
EXT14455,SHIP14455,Sunny,Medium,No,No
EXT14456,SHIP14456,Cloudy,High,No,No
EXT14457,SHIP14457,Storm,Medium,No,No
EXT14458,SHIP14458,Cloudy,Low,No,Yes
EXT14459,SHIP14459,Sunny,High,No,Yes
EXT14460,SHIP14460,Sunny,Low,No,No
EXT14461,SHIP14461,Sunny,High,No,No
EXT14462,SHIP14462,Cloudy,Low,No,No
EXT14463,SHIP14463,Fog,Medium,No,No
EXT14464,SHIP14464,Sunny,Medium,No,No
EXT14465,SHIP14465,Rainy,Medium,No,No
EXT14466,SHIP14466,Cloudy,Low,No,No
EXT14467,SHIP14467,Rainy,Medium,No,No
EXT14468,SHIP14468,Cloudy,Medium,No,No
EXT14469,SHIP14469,Sunny,Medium,No,No
EXT14470,SHIP14470,Sunny,Medium,No,No
EXT14471,SHIP14471,Storm,Medium,No,No
EXT14472,SHIP14472,Sunny,High,No,No
EXT14473,SHIP14473,Sunny,Low,No,No
EXT14474,SHIP14474,Rainy,High,No,No
EXT14475,SHIP14475,Cloudy,Low,No,No
EXT14476,SHIP14476,Sunny,Low,No,No
EXT14477,SHIP14477,Storm,High,No,No
EXT14478,SHIP14478,Rainy,Medium,No,No
EXT14479,SHIP14479,Fog,Low,No,No
EXT14480,SHIP14480,Cloudy,High,No,No
EXT14481,SHIP14481,Sunny,Low,No,No
EXT14482,SHIP14482,Rainy,Low,No,No
EXT14483,SHIP14483,Sunny,Medium,No,No
EXT14484,SHIP14484,Storm,High,No,No
EXT14485,SHIP14485,Storm,Low,No,No
EXT14486,SHIP14486,Sunny,Medium,No,No
EXT14487,SHIP14487,Sunny,Low,No,No
EXT14488,SHIP14488,Fog,Medium,No,No
EXT14489,SHIP14489,Cloudy,Medium,No,No
EXT14490,SHIP14490,Sunny,Medium,No,No
EXT14491,SHIP14491,Cloudy,Low,No,No
EXT14492,SHIP14492,Sunny,Medium,No,No
EXT14493,SHIP14493,Fog,Medium,No,No
EXT14494,SHIP14494,Sunny,Low,No,No
EXT14495,SHIP14495,Cloudy,Low,Yes,No
EXT14496,SHIP14496,Fog,High,No,No
EXT14497,SHIP14497,Sunny,Medium,No,No
EXT14498,SHIP14498,Sunny,High,No,No
EXT14499,SHIP14499,Fog,High,No,No
EXT14500,SHIP14500,Rainy,High,No,No
EXT14501,SHIP14501,Fog,High,No,No
EXT14502,SHIP14502,Sunny,Medium,No,No
EXT14503,SHIP14503,Rainy,Medium,No,No
EXT14504,SHIP14504,Cloudy,Medium,No,No
EXT14505,SHIP14505,Sunny,Low,No,No
EXT14506,SHIP14506,Fog,High,No,No
EXT14507,SHIP14507,Rainy,Medium,No,No
EXT14508,SHIP14508,Sunny,Medium,No,No
EXT14509,SHIP14509,Storm,Low,No,No
EXT14510,SHIP14510,Rainy,High,No,No
EXT14511,SHIP14511,Sunny,Low,Yes,No
EXT14512,SHIP14512,Sunny,Medium,No,No
EXT14513,SHIP14513,Cloudy,Medium,Yes,No
EXT14514,SHIP14514,Sunny,High,No,No
EXT14515,SHIP14515,Cloudy,Medium,No,No
EXT14516,SHIP14516,Rainy,Low,No,No
EXT14517,SHIP14517,Sunny,High,Yes,No
EXT14518,SHIP14518,Rainy,Low,No,No
EXT14519,SHIP14519,Sunny,Low,No,No
EXT14520,SHIP14520,Rainy,Low,No,No
EXT14521,SHIP14521,Rainy,Low,No,Yes
EXT14522,SHIP14522,Storm,Medium,No,No
EXT14523,SHIP14523,Cloudy,High,No,No
EXT14524,SHIP14524,Sunny,High,No,No
EXT14525,SHIP14525,Storm,Medium,No,No
EXT14526,SHIP14526,Cloudy,High,No,No
EXT14527,SHIP14527,Storm,Medium,No,No
EXT14528,SHIP14528,Sunny,High,No,No
EXT14529,SHIP14529,Sunny,High,No,No
EXT14530,SHIP14530,Storm,Low,No,No
EXT14531,SHIP14531,Sunny,Low,No,No
EXT14532,SHIP14532,Sunny,Medium,No,No
EXT14533,SHIP14533,Rainy,Low,Yes,No
EXT14534,SHIP14534,Sunny,High,No,No
EXT14535,SHIP14535,Sunny,Medium,No,No
EXT14536,SHIP14536,Cloudy,Medium,No,Yes
EXT14537,SHIP14537,Sunny,High,No,Yes
EXT14538,SHIP14538,Sunny,Low,No,No
EXT14539,SHIP14539,Sunny,Low,No,No
EXT14540,SHIP14540,Sunny,Medium,No,No
EXT14541,SHIP14541,Sunny,High,No,No
EXT14542,SHIP14542,Sunny,High,No,No
EXT14543,SHIP14543,Fog,Low,No,No
EXT14544,SHIP14544,Sunny,High,No,No
EXT14545,SHIP14545,Cloudy,High,No,No
EXT14546,SHIP14546,Cloudy,Medium,No,No
EXT14547,SHIP14547,Sunny,Medium,No,No
EXT14548,SHIP14548,Storm,Low,No,No
EXT14549,SHIP14549,Sunny,Medium,No,Yes
EXT14550,SHIP14550,Sunny,Medium,No,No
EXT14551,SHIP14551,Cloudy,Medium,No,No
EXT14552,SHIP14552,Sunny,Medium,No,No
EXT14553,SHIP14553,Sunny,High,No,No
EXT14554,SHIP14554,Storm,Medium,No,No
EXT14555,SHIP14555,Cloudy,Low,No,No
EXT14556,SHIP14556,Sunny,Medium,No,No
EXT14557,SHIP14557,Fog,Medium,No,No
EXT14558,SHIP14558,Rainy,High,No,Yes
EXT14559,SHIP14559,Rainy,Medium,No,No
EXT14560,SHIP14560,Rainy,Low,Yes,No
EXT14561,SHIP14561,Sunny,Medium,Yes,No
EXT14562,SHIP14562,Cloudy,High,No,No
EXT14563,SHIP14563,Cloudy,High,No,No
EXT14564,SHIP14564,Sunny,Medium,No,No
EXT14565,SHIP14565,Storm,Medium,No,No
EXT14566,SHIP14566,Fog,High,Yes,No
EXT14567,SHIP14567,Sunny,Medium,No,No
EXT14568,SHIP14568,Sunny,Low,No,No
EXT14569,SHIP14569,Rainy,Low,No,No
EXT14570,SHIP14570,Rainy,Medium,No,Yes
EXT14571,SHIP14571,Sunny,Low,No,No
EXT14572,SHIP14572,Cloudy,Low,No,No
EXT14573,SHIP14573,Storm,Low,Yes,No
EXT14574,SHIP14574,Storm,High,Yes,Yes
EXT14575,SHIP14575,Rainy,Low,No,No
EXT14576,SHIP14576,Cloudy,High,No,No
EXT14577,SHIP14577,Rainy,High,No,No
EXT14578,SHIP14578,Fog,High,No,No
EXT14579,SHIP14579,Fog,Medium,Yes,No
EXT14580,SHIP14580,Sunny,Medium,No,No
EXT14581,SHIP14581,Fog,Low,No,No
EXT14582,SHIP14582,Cloudy,Low,No,No
EXT14583,SHIP14583,Fog,Medium,No,No
EXT14584,SHIP14584,Rainy,Medium,No,No
EXT14585,SHIP14585,Sunny,Low,No,No
EXT14586,SHIP14586,Rainy,High,No,No
EXT14587,SHIP14587,Sunny,High,No,No
EXT14588,SHIP14588,Rainy,Medium,No,No
EXT14589,SHIP14589,Rainy,Medium,No,No
EXT14590,SHIP14590,Rainy,Medium,No,No
EXT14591,SHIP14591,Rainy,Low,No,No
EXT14592,SHIP14592,Sunny,High,No,No
EXT14593,SHIP14593,Sunny,High,No,No
EXT14594,SHIP14594,Cloudy,Medium,No,No
EXT14595,SHIP14595,Rainy,Medium,Yes,No
EXT14596,SHIP14596,Rainy,Medium,No,Yes
EXT14597,SHIP14597,Cloudy,High,No,No
EXT14598,SHIP14598,Rainy,Low,No,No
EXT14599,SHIP14599,Sunny,High,No,No
EXT14600,SHIP14600,Storm,Medium,No,Yes
EXT14601,SHIP14601,Rainy,Low,No,No
EXT14602,SHIP14602,Sunny,Medium,No,No
EXT14603,SHIP14603,Sunny,Medium,No,No
EXT14604,SHIP14604,Cloudy,Medium,No,No
EXT14605,SHIP14605,Sunny,Low,No,No
EXT14606,SHIP14606,Sunny,High,Yes,No
EXT14607,SHIP14607,Cloudy,Medium,No,No
EXT14608,SHIP14608,Rainy,Medium,No,No
EXT14609,SHIP14609,Cloudy,Medium,No,No
EXT14610,SHIP14610,Rainy,Medium,No,No
EXT14611,SHIP14611,Rainy,Medium,No,No
EXT14612,SHIP14612,Sunny,Medium,No,No
EXT14613,SHIP14613,Sunny,Medium,No,No
EXT14614,SHIP14614,Sunny,Medium,No,No
EXT14615,SHIP14615,Cloudy,Low,No,No
EXT14616,SHIP14616,Cloudy,High,No,No
EXT14617,SHIP14617,Sunny,Medium,No,No
EXT14618,SHIP14618,Cloudy,Low,No,No
EXT14619,SHIP14619,Sunny,Medium,No,No
EXT14620,SHIP14620,Sunny,High,No,No
EXT14621,SHIP14621,Cloudy,High,No,No
EXT14622,SHIP14622,Sunny,Medium,No,No
EXT14623,SHIP14623,Rainy,Medium,No,No
EXT14624,SHIP14624,Sunny,Low,No,No
EXT14625,SHIP14625,Sunny,High,No,No
EXT14626,SHIP14626,Sunny,Medium,No,No
EXT14627,SHIP14627,Rainy,Medium,Yes,No
EXT14628,SHIP14628,Sunny,Low,No,No
EXT14629,SHIP14629,Sunny,High,No,No
EXT14630,SHIP14630,Sunny,Low,No,No
EXT14631,SHIP14631,Sunny,Low,No,No
EXT14632,SHIP14632,Rainy,Low,No,No
EXT14633,SHIP14633,Cloudy,High,No,No
EXT14634,SHIP14634,Rainy,Medium,No,No
EXT14635,SHIP14635,Rainy,Low,No,Yes
EXT14636,SHIP14636,Sunny,Medium,No,No
EXT14637,SHIP14637,Sunny,Low,No,No
EXT14638,SHIP14638,Cloudy,High,No,No
EXT14639,SHIP14639,Sunny,High,No,No
EXT14640,SHIP14640,Rainy,High,No,No
EXT14641,SHIP14641,Cloudy,Low,No,No
EXT14642,SHIP14642,Rainy,Medium,Yes,No
EXT14643,SHIP14643,Sunny,Medium,No,No
EXT14644,SHIP14644,Rainy,Medium,No,No
EXT14645,SHIP14645,Sunny,Medium,No,No
EXT14646,SHIP14646,Rainy,High,No,No
EXT14647,SHIP14647,Sunny,Low,No,No
EXT14648,SHIP14648,Cloudy,Medium,No,No
EXT14649,SHIP14649,Sunny,Medium,No,Yes
EXT14650,SHIP14650,Storm,Medium,No,No
EXT14651,SHIP14651,Sunny,High,No,No
EXT14652,SHIP14652,Sunny,Low,No,No
EXT14653,SHIP14653,Sunny,High,No,No
EXT14654,SHIP14654,Rainy,Low,No,No
EXT14655,SHIP14655,Rainy,High,Yes,No
EXT14656,SHIP14656,Sunny,Medium,No,No
EXT14657,SHIP14657,Fog,Medium,No,No
EXT14658,SHIP14658,Storm,High,No,No
EXT14659,SHIP14659,Storm,Medium,No,No
EXT14660,SHIP14660,Fog,Medium,No,No
EXT14661,SHIP14661,Cloudy,Medium,No,No
EXT14662,SHIP14662,Sunny,Medium,No,No
EXT14663,SHIP14663,Sunny,Low,Yes,Yes
EXT14664,SHIP14664,Rainy,Low,No,No
EXT14665,SHIP14665,Storm,Medium,No,No
EXT14666,SHIP14666,Cloudy,High,No,No
EXT14667,SHIP14667,Rainy,High,No,No
EXT14668,SHIP14668,Cloudy,Medium,No,No
EXT14669,SHIP14669,Sunny,High,No,No
EXT14670,SHIP14670,Rainy,Low,No,Yes
EXT14671,SHIP14671,Storm,High,No,No
EXT14672,SHIP14672,Sunny,High,No,No
EXT14673,SHIP14673,Rainy,High,No,Yes
EXT14674,SHIP14674,Sunny,Low,Yes,No
EXT14675,SHIP14675,Cloudy,Medium,No,No
EXT14676,SHIP14676,Sunny,Medium,No,No
EXT14677,SHIP14677,Sunny,Medium,No,No
EXT14678,SHIP14678,Cloudy,Low,No,No
EXT14679,SHIP14679,Sunny,Low,No,No
EXT14680,SHIP14680,Storm,Medium,No,No
EXT14681,SHIP14681,Sunny,Medium,No,No
EXT14682,SHIP14682,Cloudy,Low,No,No
EXT14683,SHIP14683,Sunny,High,No,No
EXT14684,SHIP14684,Cloudy,High,No,No
EXT14685,SHIP14685,Rainy,High,No,No
EXT14686,SHIP14686,Fog,Medium,No,Yes
EXT14687,SHIP14687,Sunny,Medium,No,No
EXT14688,SHIP14688,Rainy,High,No,Yes
EXT14689,SHIP14689,Sunny,Low,No,No
EXT14690,SHIP14690,Sunny,High,No,No
EXT14691,SHIP14691,Cloudy,High,No,No
EXT14692,SHIP14692,Sunny,Medium,No,No
EXT14693,SHIP14693,Rainy,Medium,Yes,No
EXT14694,SHIP14694,Fog,Medium,No,No
